id,target,gold_source,predicted_rank_1,gold_rank,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
358,Vision System,Camera,Skin System,6,"['Skin System', 'The Nervous System', 'sound system', 'Operating System', 'camera', 'Camera', 'Factory System', 'Vortex', 'Transportation Systems', 'The Writing System', 'electromagnetic emission system', 'The Brain', '3D Projection', 'ideas', 'idea', 'Blindness', 'Foundation Series', 'Neural Networks', 'Robotic Movement', 'lubrication system']","[0.5015406343986946, 0.4349120726765036, 0.43176177742416455, 0.38516607528187025, 0.3832584690945769, 0.37997258019267083, 0.37263604240571957, 0.3709262297341355, 0.370152629673811, 0.3644648941527718, 0.3603555646980793, 0.35578716294976265, 0.3492354207312188, 0.3482492790532824, 0.34048764521912694, 0.33981647833817624, 0.3373629656338506, 0.33146575498722064, 0.32103677903226674, 0.319317947652757]",name_only,Vision System,"A vision system is a technological advancement that has been designed to mimic the human eye and its processing abilities. The human eye comprises several parts such as the cornea, crystalline lens, retina, and optic nerve, all of which work together to enable a living being to see. Similarly, a vision system relies on machine vision and computer vision to perform tasks that simulate human sight. 

Machine vision involves the use of software that operates like the human eye, with the aim of performing tasks such as quality assurance and defect detection in industrial settings. A vision system can also utilize computer vision to interpret digital images or videos, providing high-level understanding through advanced algorithms and computer processing. 

Overall, a vision system can be thought of as a technological assimilation of the human eye and brain, which provides a wide range of advantages over traditional approaches.",
359,Spectral Lines,Musical Notes,Musical Notes,1,"['Musical Notes', 'line', 'electromagnetic emission system', 'Molecular Symmetry', 'signal', 'Burning Energy', 'Seismic Imaging', 'sounds', 'gas molecules', 'A Tuning System for Music', 'Circuits', 'day and night cycle', 'Plants', 'sound system', 'Solar Panels', 'Foundation Series', 'Sun Protection', 'tidal phenomena', 'Music Performance', 'Electronic Signal Transmission']","[0.39833144425489075, 0.3550342325766184, 0.3512017537985603, 0.3417938555763143, 0.3306797377417697, 0.3195976038558317, 0.3178205310238353, 0.3042649445440059, 0.30088801884415317, 0.287554982612771, 0.27314545664596857, 0.2694915693614901, 0.2677952032920249, 0.2675718118606542, 0.2660913577826682, 0.2620728384064329, 0.26108972682949405, 0.25974609440387897, 0.2593002435377606, 0.25809867605595116]",name_only,Spectral Lines,"Spectral lines are unique features in a spectrum that are of paramount importance for the identification and characterization of atoms and molecules. These lines represent regions in the spectrum where bright or dark lines are detected at specific wavelengths or frequencies. Spectral lines can be caused by either the absorption or emission of light by atoms or molecules. The wavelength and frequency of these lines are distinctive and act as ""fingerprints"" for each atom or molecule, allowing astronomers to determine the chemical composition of celestial objects such as stars and planets. Without spectral lines, it would be impossible to determine what chemical elements are present in these objects, which in turn would hinder our understanding of the universe. Thus, spectral lines play a critical role in the study of astrophysics, helping us understand the chemical makeup and evolution of the cosmos.",
360,Magnetic Resonance Imaging,Prospecting,Seismic Imaging,-1,"['Seismic Imaging', 'electromagnetic emission system', 'Neural Networks', 'memory', 'Molecular Symmetry', 'resonance cavity', 'Maps', 'Mirrors', 'mind', 'The Brain', 'Machines', 'Math', 'respiration', '3D Projection', 'camera', 'How the Human Brain Works', 'Immunity', 'Robotic Movement', 'signal', 'sounds']","[0.45735187165065194, 0.31556671328144814, 0.3120724180234352, 0.3119202621299936, 0.30000454913487595, 0.29970774403302675, 0.2971509775573501, 0.29301748944974493, 0.28788836128356293, 0.2856570910638205, 0.28335133834388193, 0.2746870827207449, 0.2660288868593149, 0.26003009363189056, 0.25681116559144235, 0.2563181447676406, 0.24577736093927366, 0.24544556942751838, 0.2449617718181514, 0.24180756949746665]",name_only,Magnetic Resonance Imaging,"Magnetic Resonance Imaging (MRI) is a highly advanced medical imaging technique used for the diagnosis, staging, and follow-up of diseases. It uses a strong magnetic field, magnetic field gradients, and radio waves to produce images of the body's internal organs without the use of X-rays or ionizing radiation, distinguishing it from other imaging techniques. The MRI signal is generated by the absorption of radio frequency energy by certain atomic nuclei when placed in an external magnetic field. Usually, hydrogen atoms are used to generate a macroscopic polarization that is detected by antennas in the body. As a result, most MRI scans map the location of water and fat in the body. MRI provides better contrast in images of soft-tissues, e.g. in the brain or abdomen because of its ability to generate different contrasts between tissues based on the relaxation properties of the hydrogen atoms. MRI is a versatile imaging technique that is widely used in hospitals and clinics. MRI's benefits come with risks, however, as certain types of implants and non-removable metal in the body can pose a risk and may exclude some patients from undergoing and MRI examination safely.",
361,Optical Lenses,Loudspeakers for Acoustic Systems,Mirrors,17,"['Mirrors', 'camera', '3D Projection', 'Adjust Shutter Aperture', 'Camera', 'Makeup', 'Printers', 'object slides', 'Machines', 'Circuits', 'Human Hands', 'Blindness', 'Sun Protection', 'Bookshelf', 'Houses', 'The Ring', 'Loudspeakers for Acoustic Systems', 'Neural Networks', 'Solar Panels', 'lubrication system']","[0.4118881133095412, 0.37787858531222157, 0.3410601344167794, 0.32948556682819624, 0.3282319126714896, 0.3169564414739564, 0.30950597295200694, 0.3084256875113104, 0.3054009626237095, 0.2890882295322627, 0.28431961218711044, 0.28398500210176714, 0.2835462153176167, 0.2797975270657728, 0.2790105346319994, 0.2704051494006746, 0.2676252192249849, 0.2671436184362458, 0.2661650397605182, 0.2661110269256657]",name_only,Optical Lenses,"Optical lenses are transmissive devices that play a crucial role in directing and controlling light propagation. A lens can focus or disperse a light beam through refraction, and they come in various types, including simple and compound lenses. Simple lenses consist of a single piece of transparent material, while compound lenses consist of several simple lenses arranged along a common axis. The shape of a lens is critical in determining its function, and they can be ground, polished, or molded to the required shape. Convex and camber lenses are some of the common shapes used in optics. Optical lenses play an essential role in various imaging devices such as telescopes, binoculars, and cameras, and they are vital visual aids used in correcting defects of vision such as myopia and hypermetropia. In summary, optical lenses are versatile devices used in various applications, and their importance in the field of optics cannot be overstated.",
362,Sound Wave Propagation,Water Wave Propagation,Water Wave Propagation,1,"['Water Wave Propagation', 'Wave Propagation', 'Electronic Signal Transmission', 'pendulum motion', 'sound system', 'sounds', 'Wind Power', 'tidal phenomena', 'resonance cavity', 'Seismic Imaging', 'Conservation of Water Flow', 'Population Movement', 'Loudspeakers for Acoustic Systems', '3D Projection', 'Sailing', 'heat transfer', 'Spread of Fire', 'Shooting Through Walls', 'Power Generation', 'Information Flow']","[0.8823491965972396, 0.8470751245709782, 0.3530677230827848, 0.3454766243246153, 0.3384989149211243, 0.33551604378500977, 0.32728186248915914, 0.3196839510157609, 0.31296041797100727, 0.31156783892573214, 0.3108690369969487, 0.30694425962538197, 0.2948034042640607, 0.28824247350407617, 0.27865397092474353, 0.27561855297221943, 0.271181581729015, 0.2704736965377729, 0.26711602872056495, 0.2662134243141321]",name_only,Sound Wave Propagation,"Sound wave propagation refers to the movement of longitudinal waves through an acoustic medium, such as air or water. These waves cause a displacement of the medium in the same direction as their propagation, creating areas of compression and rarefaction. The result is a pressure wave that can be perceived by human ears as sound. Sound sources, such as speakers or musical instruments, generate these waves through vibrations that travel through the air or other materials. Understanding the behavior of sound waves is essential in the fields of engineering, architecture, and music, as it allows us to control and manipulate the properties of sound for various applications.",
363,Black Hole,Vortex,Vortex,1,"['Vortex', 'universe', 'The Ring', 'Lock', 'Dust Storm', 'Blindness', 'The Helix Bridge', 'Burning Energy', 'Desert', 'Time Machine', ""Rubik's Cube"", 'Bookshelf', 'Human Body', 'resonance cavity', 'A Jigsaw Puzzle', 'Great Wall', 'Greenhouse', 'A Pinball Game', 'Mirrors', 'planet']","[0.503258720115946, 0.38335342450028376, 0.3704236526935807, 0.33455268557733925, 0.3342038195181006, 0.31880849059950306, 0.3129789513018276, 0.31151322463594794, 0.3056244464381733, 0.3042388417698279, 0.300844301598426, 0.29291226953585936, 0.28375438712936585, 0.28259830384636053, 0.2809808509105388, 0.27648697686009854, 0.2742418404554384, 0.27347969586986154, 0.27257854096066614, 0.2636421003513112]",name_only,Black Hole,"A black hole is a mysterious phenomenon in the universe, where gravity is so overpowering that even light cannot escape its event horizon. Essentially, it is a singular point in spacetime where matter has collapsed under extreme gravitational forces, creating a region of infinite density known as the singularity. Despite its invisibility, black holes have been studied and theorized about since the 18th century, and their existence has slowly been confirmed through observations of their gravitational effects on surrounding matter. Black holes come in various sizes, from stellar-sized ones that form from collapsing stars, to supermassive ones that exist at the centers of galaxies. They can also be identified through their interaction with accretion disks and the radiation emitted by nearby matter. While black holes remain a theoretical curiosity to some, they represent a fascinating and important area of study for scientists seeking to understand the workings of gravity and the nature of the universe.",
364,planetary motion,pendulum motion,pendulum motion,1,"['pendulum motion', 'planet', 'universe', 'Population Movement', 'day and night cycle', 'Robotic Movement', 'tidal phenomena', 'clock', 'program', 'line', 'lubrication system', '3D Projection', 'Math', 'heat transfer', 'Wave Propagation', 'object slides', 'Friction', 'theory', 'The Law of Means', 'Maps']","[0.5075988664237661, 0.48140505997976535, 0.35686528195133205, 0.3373702686870366, 0.3314222888835432, 0.33121144871285907, 0.2936571126363373, 0.2817968219064416, 0.27567484911429896, 0.27436229609311386, 0.2646551716667136, 0.2600201496428941, 0.2591388330116333, 0.2550444912261405, 0.25503029086253404, 0.2527466767257102, 0.24835658612399228, 0.2462881810659775, 0.24188895263763688, 0.24077357117912368]",name_only,planetary motion,"Planetary motion is the study of the movement of celestial objects. This includes planets orbiting a star, natural satellites orbiting a planet, or artificial satellites orbiting an object in space. It is commonly described by elliptic orbits, as described by Kepler's laws of planetary motion. The motion of these objects is influenced by solar gravity, Newtonian mechanics, and Einstein's general theory of relativity. The study of planetary motion is crucial in understanding the location and position of celestial objects and their cycles.",
365,Magnetic Resonance Imaging,Seismic Imaging,Seismic Imaging,1,"['Seismic Imaging', 'electromagnetic emission system', 'Neural Networks', 'memory', 'Molecular Symmetry', 'resonance cavity', 'Maps', 'Mirrors', 'mind', 'The Brain', 'Machines', 'Math', 'respiration', '3D Projection', 'camera', 'How the Human Brain Works', 'Immunity', 'Robotic Movement', 'signal', 'sounds']","[0.4573423962720683, 0.31552180790909484, 0.312089600456958, 0.31192289587217503, 0.29999845310436557, 0.2996713775733245, 0.29714379246394995, 0.2930271094092042, 0.2879100158243599, 0.2856515192079939, 0.28333399298278783, 0.2746703005646093, 0.26604009060890726, 0.2600639386807542, 0.2567800992124538, 0.2563238545346193, 0.24581887619647555, 0.24549430650460363, 0.24494253798575014, 0.2417647369273547]",name_only,Magnetic Resonance Imaging,"Magnetic Resonance Imaging (MRI) is a non-invasive medical imaging technique that uses strong magnetic fields, magnetic field gradients, and radio waves to generate detailed images of the anatomy and physiological processes of the body. Unlike other imaging techniques such as CT or PET scans, MRI does not involve the use of X-rays or ionizing radiation. By exciting the spin energy transition of hydrogen atoms using radio waves, and localizing it using magnetic field gradients, MRI generates images of the tissues and organs of the body, particularly water and fat, providing superior contrast in soft tissues, such as the brain and abdomen. MRI is widely used in hospitals and clinics for medical diagnosis, staging, and follow-up of various diseases. However, some patients may find the experience uncomfortable due to the length of the measurement and the loud noise of the machine. Magnetic implants and other non-removable metal in the body can also pose a risk to some patients, and in certain cases, exclude them from undergoing an MRI examination safely. MRI has proven to be a versatile imaging technique that has extended its utility beyond diagnostic medicine and biomedical research to capture neuronal tracts and blood flow in the nervous system.",
366,Energy Loss,Currency Loss,Burning Energy,2,"['Burning Energy', 'Currency Loss', 'heat transfer', 'Friction', 'Power Generation', 'Wind Power', 'Conservation of Water Flow', 'Wave Propagation', 'Information Flow', 'electromagnetic emission system', 'heat', 'Mathematical Calculations', 'Healing', 'Circular Economy', 'Disassembly', 'Circuit Malfunction', 'Financial Balance', 'Evolution', 'Electronic Signal Transmission', 'Urban Entropy Increase']","[0.5753829861462361, 0.563620375542885, 0.43413404515377646, 0.4148546144968156, 0.4123282699127987, 0.4010936042898235, 0.36024824703577796, 0.35903969311237793, 0.33409657206372234, 0.33033462735003183, 0.32569930236502803, 0.31052626811841066, 0.305733119991746, 0.3042441004389955, 0.30243901205958706, 0.29819228428729055, 0.2958581732465251, 0.29485940224665375, 0.29269298001789057, 0.2906130975273238]",name_only,Energy Loss,"Energy loss is a phenomenon that occurs when electrons are exposed to a beam of electrons with a narrow range of kinetic energies. This is done through a process called electron energy loss spectroscopy (EELS), which measures the amount of energy lost through inelastic scattering. This scattering is caused by different types of excitations, such as phonon excitations, inner shell ionizations, and plasmon excitations. Inner-shell ionizations are particularly useful for identifying the elemental components of a material, as they provide evidence of the presence of specific atoms. By measuring the amount of energy lost and the scattering angle of the electrons, EELS can provide information on the dispersion relation of the material, as well as determine the types and numbers of atoms being struck by the beam. Energy loss can have important implications for resistance and heat production, which can be further studied through the use of EELS.",
367,Quantum Mechanics,Financial Markets,Math,-1,"['Math', 'Molecular Symmetry', 'universe', 'theory', 'The Law of Means', 'pendulum motion', 'Mathematical Calculations', 'Water Wave Propagation', 'Wave Propagation', 'Evolution', 'Chemical Reactions', 'Vortex', 'electromagnetic emission system', 'The Nervous System', 'The Brain', 'tidal phenomena', 'Seismic Imaging', 'gas molecules', 'Neural Networks', 'Machines']","[0.3644933865877438, 0.3471255806726493, 0.32244304976559257, 0.31929313262962683, 0.31335001665164663, 0.31076699271869246, 0.3107316032205784, 0.29934356051292466, 0.2926879529828508, 0.28762503673892553, 0.2839541337860887, 0.28391973923830727, 0.2822220103731635, 0.2820938672004446, 0.2692044770948939, 0.26525856940912323, 0.26442532835971505, 0.25777611169663067, 0.25614638489275976, 0.25425647648787086]",name_only,Quantum Mechanics,"Quantum mechanics is a revolutionary theory in physics that explains the behavior of nature at the subatomic level. It is the foundation of quantum physics and all of its various applications, including quantum chemistry, quantum field theory, quantum technology, and quantum information science. This theory is based on principles that differ from classical physics where energy, momentum, and other physical quantities are quantized and have characteristics of both particles and waves. Quantum mechanics also imposes limits on the accuracy with which physical quantities can be predicted prior to measurement due to the uncertainty principle. This theory was developed by scientists like Niels Bohr, Erwin Schrödinger, and Werner Heisenberg, and is formulated mathematically with the help of the wave function. In short, quantum mechanics is a fascinating and essential field of study for understanding the behavior of particles and the probabilistic nature of measurements at the subatomic level.",
368,Capacitor,memory,Circuits,4,"['Circuits', 'Regulator', 'Circuit Malfunction', 'memory', 'Reactor', 'CPU', 'Car', 'clock', 'camera', 'air filter', 'Lock', 'resonance cavity', 'Power Generation', 'Camera', 'car', 'Vortex', 'Computer Processor', 'sponge', 'Solar Panels', 'Factory']","[0.417501381831205, 0.35134072421260176, 0.3509324371094328, 0.34761986345745566, 0.34323088489327624, 0.3403642233327347, 0.3331158216593908, 0.331658339242917, 0.3137455675486281, 0.3058652671164651, 0.29966531843118893, 0.2986929371270707, 0.2980891259655218, 0.29721232778151724, 0.29592516702956256, 0.29450652375161357, 0.2820782599214908, 0.2811105162340847, 0.27867544756552565, 0.27287066602374593]",name_only,Capacitor,"A capacitor is an electronic device that stores electrical energy in an electric field. It consists of two terminals, and its main effect is known as capacitance. The capacitor adds capacitance to a circuit, which can be helpful in blocking direct current while allowing alternating current to pass. When a voltage is applied across its terminals, an electric field develops across the dielectric or insulating material, causing one plate to accumulate a net positive charge, and the other to accumulate a net negative charge. Capacitors are widely used in electrical circuits and electronic devices, and their ability to store energy has found applications in resonant circuits, power transmission systems, and digital memory. The earliest forms of capacitors were water-filled glass jars called Leyden jars, which were created in the 1740s. The physical form and construction of practical capacitors vary widely, and most capacitors contain two electrical conductors separated by a dielectric medium. Capacitors are an essential component in many common electrical devices and contribute significantly to the field of electronics.",
369,Hydropower,Wind Power,Wind Power,1,"['Wind Power', 'Power Generation', 'Conservation of Water Flow', 'Solar Panels', 'River', 'tidal phenomena', 'Democracy', 'Water pipe system', 'heat', 'Fishing', 'Machines', 'government', 'Burning Energy', 'Houses', 'The Helix Bridge', 'Water Wave Propagation', 'Urban Transportation', 'Plants', 'Reactor', 'Factory']","[0.5656399680660564, 0.5586102260781755, 0.41084204242112765, 0.33688448463237447, 0.3112145837167318, 0.29630851526888824, 0.2800831589011322, 0.27371584634151713, 0.2710233100244788, 0.2701588802333724, 0.26775482147488605, 0.25872421501468745, 0.25558267523042455, 0.2529527960542499, 0.25051755082559934, 0.24904336947951428, 0.24742503502031687, 0.24490565619060398, 0.24424215065211383, 0.24354555940937508]",name_only,Hydropower,"Hydropower is a method of converting the kinetic or potential energy from falling or fast-running water into electricity or machine power. This form of renewable energy production is achieved through the use of a water turbine which transforms the force of the water flow into an energy source. Hydropower has existed as a source of energy for centuries, and was used to power various mechanical devices such as textile mills and sawmills. Today, hydropower is mainly used for hydroelectric power generation and as one part of a system called pumped-storage hydroelectricity. This method of power generation is becoming an attractive alternative to fossil fuels due to its sustainability and lack of direct atmospheric pollutants. However, it does require a consistent source of water, such as a river or an elevated lake, and has various economic, sociological, and environmental challenges. Despite this, international institutions such as the World Bank recognize hydropower as a low-carbon means for economic development. Additionally, a trompe, which produces compressed air from falling water, can be used to power other machinery from a distance. Hydropower is a promising solution to the global demand for sustainable energy production.",
370,eyes,camera,blind,6,"['blind', 'mind', 'ideas', 'engine', 'Heart', 'camera', 'money', 'love', 'wrinkles', 'atom', 'idea', 'sounds', 'memory', 'human', 'Camera', 'CPU', 'Mirrors', 'Drawing', 'government', 'light']","[0.5737126063316655, 0.46861146122535446, 0.43283041065699, 0.42655338524960973, 0.4221172888050557, 0.4167172100929784, 0.39317233686937236, 0.39168925395519927, 0.3887244273809969, 0.3861013064799509, 0.37029982781178755, 0.36824744275050747, 0.3562940645038398, 0.35567882468418555, 0.33881117308352704, 0.3314406933366238, 0.33013770945842924, 0.32664033440344153, 0.3255031127865674, 0.3243563898294073]",name_only,eyes,"The eyes are one of the most incredible organs in our body, responsible for providing us with sight and enabling us to process optical information. This complex system is made up of several parts, including the lens, retina, eye socket, eyelid, and neural signals. The lens is responsible for focusing light onto the retina, which acts as a sort of camera sensor, capturing images and sending neural signals to the brain. The eye socket and eyelid provide protection and help to keep the eye lubricated and clean. When light hits the retina, it triggers a cascade of neural signals that allow us to see the world around us. It's truly remarkable to consider the complexity of this system and the incredible benefits it provides us every single day.",
371,The Second Law of Thermodynamics,Urban Entropy Increase,The Law of Means,-1,"['The Law of Means', 'The Second Industrial Revolution', 'heat transfer', 'Burning Energy', 'Conservation of Water Flow', 'Financial Equilibrium', 'Evolution', 'Wind Power', 'Friction', 'Circular Economy', 'Mathematical Calculations', 'Biological Evolution', 'heat', 'Molecular Symmetry', 'Principle of Financial Balance', 'Power Generation', 'electromagnetic emission system', 'Chemical Reactions', 'Information Flow', 'Transportation Systems']","[0.4315758203940673, 0.42669590715819616, 0.37716009351400537, 0.35272405605342844, 0.32919213932481217, 0.2811892984337119, 0.27881753869814907, 0.2746662765597187, 0.2708155461473209, 0.2681267934015745, 0.26078094692668985, 0.26020495217074496, 0.25974354676282785, 0.2593717561513409, 0.2514359646591384, 0.24978164151057264, 0.2442993653137645, 0.24061583543821294, 0.2377448769614761, 0.23590054849925812]",name_only,The Second Law of Thermodynamics,"The second law of thermodynamics is a fundamental law in physics that governs the transfer of energy within a system. It states that heat always moves from hotter objects to colder objects, and cannot be converted entirely into work in a cyclic process. The law establishes the concept of entropy, a property of a thermodynamic system that determines its level of disorder. The second law is crucial in predicting whether processes are possible, providing necessary criteria for spontaneous processes. It accounts for the irreversibility of natural processes, often referred to in the concept of the arrow of time. The law has a rich history, beginning as an empirical finding that was accepted as an axiom of thermodynamic theory. Today, statistical mechanics provides a microscopic explanation of the law in terms of probability distributions of the states of large assemblies of atoms or molecules. The second law allows us to define thermodynamic temperature, relying on the zeroth law of thermodynamics. By understanding the principles behind the second law of thermodynamics, we can better understand energy transfer, energy size, and irreversible processes in the physical world.",
372,Spectral Lines,Musical Notes,Musical Notes,1,"['Musical Notes', 'line', 'electromagnetic emission system', 'Molecular Symmetry', 'signal', 'Burning Energy', 'Seismic Imaging', 'sounds', 'gas molecules', 'A Tuning System for Music', 'Circuits', 'day and night cycle', 'Plants', 'sound system', 'Solar Panels', 'Foundation Series', 'Sun Protection', 'tidal phenomena', 'Music Performance', 'Electronic Signal Transmission']","[0.39833144425489075, 0.3550342325766184, 0.3512017537985603, 0.3417938555763143, 0.3306797377417697, 0.3195976038558317, 0.3178205310238353, 0.3042649445440059, 0.30088801884415317, 0.287554982612771, 0.27314545664596857, 0.2694915693614901, 0.2677952032920249, 0.2675718118606542, 0.2660913577826682, 0.2620728384064329, 0.26108972682949405, 0.25974609440387897, 0.2593002435377606, 0.25809867605595116]",name_only,Spectral Lines,"A spectral line is a distinctive feature in the continuous spectrum of light that encodes valuable information about the atomic or molecular structure of a material. These lines correspond to specific energy levels of atoms and molecules, which absorb or emit light at particular wavelengths. By analyzing the wavelengths and intensities of these spectral lines, scientists can determine the composition and properties of celestial objects such as stars and planets. Spectral lines act like fingerprints, allowing researchers to identify the presence of specific atoms and molecules within a sample. This makes them essential tools in fields such as astrophysics, chemistry, and materials science, enabling researchers to explore the fundamental building blocks of matter. By studying spectral lines, we are gaining a deeper understanding of the fundamental nature of the universe around us.",
373,Sound system,sound system,sound system,1,"['sound system', 'Loudspeakers for Acoustic Systems', 'A Tuning System for Music', 'sounds', 'Music', 'Air handling system', 'Music Performance', 'electromagnetic emission system', 'Bookshelf', 'Computer', 'lubrication system', 'Operating System', 'Skin System', 'Electronic Signal Transmission', 'signal', 'camera', 'engine', 'shelf', 'Circuits', 'resonance cavity']","[0.9434693787993671, 0.6419901515187115, 0.581123949383249, 0.5324079033435614, 0.4627730441659782, 0.41575272894542586, 0.40656531835865084, 0.39235670928259114, 0.3760580688272151, 0.374446604672304, 0.37343249567448217, 0.3705483553979569, 0.36829779984024036, 0.36763064217591723, 0.36327463542590666, 0.35963588536762436, 0.3568079492802623, 0.3562945967132085, 0.3547108643727351, 0.35289675183375624]",name_only,Sound system,"A sound system is a device used to reproduce audio or sound ranging from music to speeches. It comprises various components such as speakers, an amplifier, and a mixer that work together to produce high-quality sound. The sound system is operated with the help of a microphone, which captures the sound from the throat or mouth and converts it into an electronic signal that is processed by the device. The vocal cords play a critical role in producing sound, which gets amplified by the system, and then the speakers recreate the sound waves, allowing people to hear it. Whether it’s a concert or a conference, a sound system is an essential tool that enables the audience to hear and enjoy the sound being produced at the event.",
374,Gas Diffusion,Population Movement,gas molecules,8,"['gas molecules', 'heat transfer', 'Spread of Fire', 'Greenhouse', 'Burning Energy', 'Information Flow', 'air circulation ducts', 'Population Movement', 'Wave Propagation', 'Water pipe system', 'Reactor', 'Greenhouses', 'respiration', 'Chemical Reactions', 'Taylor Expansion', 'Friction', 'heat', 'Evolution', 'Baking', 'Air handling system']","[0.4704803581676943, 0.42511000695523604, 0.38666758721571104, 0.34963656837873597, 0.3432681365125665, 0.33955945171600677, 0.3283773942742661, 0.31665383001492503, 0.3160645278715599, 0.3100054670245327, 0.30850572473218324, 0.3082149625458718, 0.30539615865052216, 0.3053557576846987, 0.30387529984387596, 0.3011502556666653, 0.28673137746394656, 0.28540464887118744, 0.28288562867396505, 0.2791566254872197]",name_only,Gas Diffusion,"Gas diffusion electrodes (GDE) are a type of electrode that utilizes gas diffusion to facilitate an electrochemical reaction between the liquid and gaseous phase. This electrode consists of a solid, liquid, and gaseous interface, along with an electrical conducting catalyst that supports the reaction. The diffusion medium of the GDE allows for efficient transfer of gas to the electrode surface, enabling the reaction to occur at a faster rate. This makes GDEs an ideal option for a variety of applications, ranging from fuel cells to gas sensors. Through the use of advanced materials and design techniques, gas diffusion electrodes have become an essential component in the development of numerous clean energy technologies.",
375,The First Law of Thermodynamics,Financial Equilibrium,The Law of Means,6,"['The Law of Means', 'Burning Energy', 'heat transfer', 'Conservation of Water Flow', 'Principle of Financial Balance', 'Financial Equilibrium', 'Wind Power', 'Evolution', 'Power Generation', 'Circular Economy', 'The Second Industrial Revolution', 'Information Flow', 'Chemical Reactions', 'Friction', 'Biological Evolution', 'theory', 'heat', 'Transportation Systems', 'Circuits', 'The Production Line of a Car Factory']","[0.4297058974590444, 0.37430809480316823, 0.3633938835513897, 0.35628905587244014, 0.2996734043613508, 0.27727747521135165, 0.2691234079337861, 0.26474799188995285, 0.2637221195493681, 0.2616613064450678, 0.2587774004376422, 0.25515600681140094, 0.25428006291298494, 0.2516679229434087, 0.2513596398355611, 0.24734072379376357, 0.24657185557463068, 0.24123410233585169, 0.2383610844487235, 0.22836205769734796]",name_only,The First Law of Thermodynamics,"The First Law of Thermodynamics is a fundamental principle that governs energy conservation in thermodynamic processes. It states that the total energy in a closed system remains constant, and that energy can be transformed from one form to another, but cannot be created or destroyed. This law distinguishes between two forms of energy transfer - heat and thermodynamic work. The law of conservation of energy holds true for any isolated system, and energy can neither enter nor output from it. The internal energy of the system is defined as an extensive property that takes into account the balance of energies in the system. This law is frequently used in calculating the change in internal energy of a closed system, as well as the amount of energy supplied to the system as heat and the amount of work done by the system on its surroundings. The First Law also highlights the impossibility of perpetual motion machines of the first kind, as doing work requires that the system's internal energy be consumed or decreased while being resupplied by an external energy source or work. Overall, the First Law of Thermodynamics is a foundational concept in understanding the behavior of energy in the natural world.",
376,Tight-Bind Approximation,Social Circle,Taylor Expansion,-1,"['Taylor Expansion', 'Lock', 'Finding Nearest Neighbors', 'Financial Equilibrium', 'Adjust Shutter Aperture', 'Friction', 'Mathematical Calculations', 'A Tuning System for Music', 'Dictionary', 'Molecular Symmetry', 'The Law of Means', 'Bridge', ""Rubik's Cube"", 'clock', 'Financial Balance', 'Principle of Financial Balance', 'Typo', 'The Maze Problem', 'password lock', 'Math']","[0.41867514529411276, 0.3432235621489218, 0.3199629650843372, 0.31600084357915703, 0.2973646475814833, 0.2819621611891497, 0.2809635388508507, 0.26139076925125826, 0.2585033159981097, 0.2548823184783111, 0.24726809455939025, 0.24455413701088374, 0.24384003431397858, 0.24187832887914085, 0.2415328234825305, 0.23772874933746324, 0.23514440301801198, 0.23455279561891143, 0.23189705731801474, 0.231299998076462]",name_only,Tight-Bind Approximation,"The Tight-Bind Approximation is a concept used in the field of biochemistry to understand the active site of an enzyme. The active site is a crucial part of the enzyme that catalyzes the chemical reactions by binding with the substrate. This binding site is evolved to be highly specific and usually consists of a groove or pocket in the enzyme. The active site lowers the activation energy of the reaction, enabling more substrates to undergo reaction. In this process, nearby atoms and their associated electronic fields play a vital role in determining the efficacy of the enzyme. The atomic potential field of the active site and the remote electronics outside the active site play a crucial role in the functioning of the enzyme. The Tight-Bind Approximation describes the interaction between the atoms in the active site and the nearby electronics, allowing for a better understanding of the catalytic process.",
377,Tight-Bind Approximation,Taylor Expansion,Taylor Expansion,1,"['Taylor Expansion', 'Lock', 'Finding Nearest Neighbors', 'Financial Equilibrium', 'Adjust Shutter Aperture', 'Friction', 'Mathematical Calculations', 'A Tuning System for Music', 'Dictionary', 'Molecular Symmetry', 'The Law of Means', 'Bridge', ""Rubik's Cube"", 'clock', 'Financial Balance', 'Principle of Financial Balance', 'Typo', 'The Maze Problem', 'password lock', 'Math']","[0.41864370554882485, 0.34319034194577347, 0.3200439925596845, 0.31591019080566207, 0.2973626663067287, 0.2818578508655242, 0.2809156551260693, 0.2613585482067532, 0.25859234438320045, 0.254826779507091, 0.2471977136221478, 0.24459094651116997, 0.24383986198306712, 0.2418263600905894, 0.24146744441210052, 0.23763704832718924, 0.23503556276159018, 0.23449275065588976, 0.23183708225240446, 0.23124038784240025]",name_only,Tight-Bind Approximation,"The Tight-Bind Approximation is a concept used in physics to describe the behavior of atomic orbitals and their linear combinations. In biology and biochemistry, it is applied to the active site of enzymes where the site's composition of amino acid residues forms temporary bonds with substrate molecules, resulting in a chemical reaction. The active site is a small but crucial part of the enzyme, occupying only a small percentage of its volume, but directly catalyzing reactions. Its specificity in binding a particular substrate and catalyzing a particular reaction is determined by the arrangement of amino acids within it and the structure of the substrates. To function, some enzymes require the binding of cofactors to the active site. The active site is usually a groove or pocket of the enzyme and can catalyze a reaction repeatedly by lowering the activation energy of the reaction. The Tight-Bind Approximation plays a significant role in understanding the behavior of enzymes and is an essential concept in biochemistry.",
