id,target,gold_source,predicted_rank_1,gold_rank,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
368,Capacitor,memory,Circuits,4,"['Circuits', 'Regulator', 'Circuit Malfunction', 'memory', 'Reactor', 'CPU', 'Car', 'clock', 'camera', 'air filter', 'Lock', 'resonance cavity', 'Power Generation', 'Camera', 'car', 'Vortex', 'Computer Processor', 'sponge', 'Solar Panels', 'Factory']","[0.417501381831205, 0.35134072421260176, 0.3509324371094328, 0.34761986345745566, 0.34323088489327624, 0.3402843723264346, 0.3330950084069709, 0.3316303332690158, 0.3137455675486281, 0.3058830127569334, 0.2996126603700964, 0.2986929371270707, 0.2980891259655218, 0.2972290158340387, 0.29592516702956256, 0.29450652375161357, 0.28208842038265813, 0.2811105162340847, 0.2787185138056575, 0.2728104115705616]",name_properties,Capacitor,"A capacitor is an electronic device that stores electrical energy in an electric field. It consists of two terminals, and its main effect is known as capacitance. The capacitor adds capacitance to a circuit, which can be helpful in blocking direct current while allowing alternating current to pass. When a voltage is applied across its terminals, an electric field develops across the dielectric or insulating material, causing one plate to accumulate a net positive charge, and the other to accumulate a net negative charge. Capacitors are widely used in electrical circuits and electronic devices, and their ability to store energy has found applications in resonant circuits, power transmission systems, and digital memory. The earliest forms of capacitors were water-filled glass jars called Leyden jars, which were created in the 1740s. The physical form and construction of practical capacitors vary widely, and most capacitors contain two electrical conductors separated by a dielectric medium. Capacitors are an essential component in many common electrical devices and contribute significantly to the field of electronics.",
369,Hydropower,Wind Power,Wind Power,1,"['Wind Power', 'Power Generation', 'Conservation of Water Flow', 'Solar Panels', 'River', 'tidal phenomena', 'Democracy', 'Water pipe system', 'heat', 'Fishing', 'Machines', 'government', 'Burning Energy', 'Houses', 'The Helix Bridge', 'Water Wave Propagation', 'Urban Transportation', 'Plants', 'Reactor', 'Factory']","[0.5656175185218608, 0.5586737413324891, 0.4108386693020154, 0.33682734885768306, 0.31120747171998187, 0.2961670292378435, 0.2799652754946027, 0.27371528655615357, 0.27100321291296925, 0.2700876803898666, 0.267699909188736, 0.2586534005624279, 0.2555995510008102, 0.25297943534419176, 0.25047419858656045, 0.24897171704745008, 0.24745362737430923, 0.24490174247467583, 0.24428309824516942, 0.24346501589318847]",name_properties,Hydropower,"Hydropower is a method of converting the kinetic or potential energy from falling or fast-running water into electricity or machine power. This form of renewable energy production is achieved through the use of a water turbine which transforms the force of the water flow into an energy source. Hydropower has existed as a source of energy for centuries, and was used to power various mechanical devices such as textile mills and sawmills. Today, hydropower is mainly used for hydroelectric power generation and as one part of a system called pumped-storage hydroelectricity. This method of power generation is becoming an attractive alternative to fossil fuels due to its sustainability and lack of direct atmospheric pollutants. However, it does require a consistent source of water, such as a river or an elevated lake, and has various economic, sociological, and environmental challenges. Despite this, international institutions such as the World Bank recognize hydropower as a low-carbon means for economic development. Additionally, a trompe, which produces compressed air from falling water, can be used to power other machinery from a distance. Hydropower is a promising solution to the global demand for sustainable energy production.",
370,eyes,camera,blind,6,"['blind', 'mind', 'ideas', 'engine', 'Heart', 'camera', 'money', 'love', 'wrinkles', 'atom', 'idea', 'sounds', 'memory', 'human', 'Camera', 'CPU', 'Mirrors', 'Drawing', 'government', 'light']","[0.5737083587227878, 0.4686015792002216, 0.43281640557177914, 0.42655338524960973, 0.4220518059392347, 0.4167172100929784, 0.39550758516771556, 0.39168925395519927, 0.3887364208429323, 0.3861013064799509, 0.3703253558636801, 0.36824744275050747, 0.3562940645038398, 0.35565668823082397, 0.3388819940131498, 0.3313793618757369, 0.33013770945842924, 0.32664033440344153, 0.3255031127865674, 0.3243563898294073]",name_properties,eyes,"The eyes are one of the most incredible organs in our body, responsible for providing us with sight and enabling us to process optical information. This complex system is made up of several parts, including the lens, retina, eye socket, eyelid, and neural signals. The lens is responsible for focusing light onto the retina, which acts as a sort of camera sensor, capturing images and sending neural signals to the brain. The eye socket and eyelid provide protection and help to keep the eye lubricated and clean. When light hits the retina, it triggers a cascade of neural signals that allow us to see the world around us. It's truly remarkable to consider the complexity of this system and the incredible benefits it provides us every single day.",
371,The Second Law of Thermodynamics,Urban Entropy Increase,The Law of Means,-1,"['The Law of Means', 'The Second Industrial Revolution', 'heat transfer', 'Burning Energy', 'Conservation of Water Flow', 'Financial Equilibrium', 'Evolution', 'Wind Power', 'Friction', 'Circular Economy', 'Mathematical Calculations', 'Biological Evolution', 'heat', 'Molecular Symmetry', 'Principle of Financial Balance', 'Power Generation', 'electromagnetic emission system', 'Chemical Reactions', 'Information Flow', 'Transportation Systems']","[0.4315282216540135, 0.42661839574983024, 0.37707209118966006, 0.3526745217877838, 0.3291197109440144, 0.2811056304072622, 0.2788284549284637, 0.27459567220138476, 0.27087840599796487, 0.26807144755299633, 0.2606536604176162, 0.26002115389902014, 0.2597238575451148, 0.25929102295414974, 0.25145511876537774, 0.24969533308265862, 0.244233973526631, 0.24055036005966784, 0.2377085219282799, 0.2359080797599054]",name_properties,The Second Law of Thermodynamics,"The second law of thermodynamics is a fundamental law in physics that governs the transfer of energy within a system. It states that heat always moves from hotter objects to colder objects, and cannot be converted entirely into work in a cyclic process. The law establishes the concept of entropy, a property of a thermodynamic system that determines its level of disorder. The second law is crucial in predicting whether processes are possible, providing necessary criteria for spontaneous processes. It accounts for the irreversibility of natural processes, often referred to in the concept of the arrow of time. The law has a rich history, beginning as an empirical finding that was accepted as an axiom of thermodynamic theory. Today, statistical mechanics provides a microscopic explanation of the law in terms of probability distributions of the states of large assemblies of atoms or molecules. The second law allows us to define thermodynamic temperature, relying on the zeroth law of thermodynamics. By understanding the principles behind the second law of thermodynamics, we can better understand energy transfer, energy size, and irreversible processes in the physical world.",
372,Spectral Lines,Musical Notes,Musical Notes,1,"['Musical Notes', 'line', 'electromagnetic emission system', 'Molecular Symmetry', 'signal', 'Burning Energy', 'Seismic Imaging', 'sounds', 'gas molecules', 'A Tuning System for Music', 'Circuits', 'day and night cycle', 'Plants', 'sound system', 'Solar Panels', 'Foundation Series', 'Sun Protection', 'tidal phenomena', 'Music Performance', 'Electronic Signal Transmission']","[0.3983045374332498, 0.3551344165313103, 0.35117526680575584, 0.34177210398499847, 0.3306506870759933, 0.31961458692971007, 0.3178675262151231, 0.30428924791944834, 0.30088503101105113, 0.2875412052845759, 0.2731100961427466, 0.2694696904224253, 0.2678440294861633, 0.2675785229624687, 0.2661418134265957, 0.2621575746894559, 0.2611369717533908, 0.25984295450568895, 0.2593019740955641, 0.25805166358297493]",name_properties,Spectral Lines,"A spectral line is a distinctive feature in the continuous spectrum of light that encodes valuable information about the atomic or molecular structure of a material. These lines correspond to specific energy levels of atoms and molecules, which absorb or emit light at particular wavelengths. By analyzing the wavelengths and intensities of these spectral lines, scientists can determine the composition and properties of celestial objects such as stars and planets. Spectral lines act like fingerprints, allowing researchers to identify the presence of specific atoms and molecules within a sample. This makes them essential tools in fields such as astrophysics, chemistry, and materials science, enabling researchers to explore the fundamental building blocks of matter. By studying spectral lines, we are gaining a deeper understanding of the fundamental nature of the universe around us.",
373,Sound system,sound system,sound system,1,"['sound system', 'Loudspeakers for Acoustic Systems', 'A Tuning System for Music', 'sounds', 'Music', 'Air handling system', 'Music Performance', 'electromagnetic emission system', 'Bookshelf', 'Computer', 'lubrication system', 'Operating System', 'Skin System', 'Electronic Signal Transmission', 'signal', 'camera', 'engine', 'shelf', 'Circuits', 'resonance cavity']","[0.94345236969615, 0.6420244396197408, 0.5811108286736513, 0.5324079277446816, 0.4627842538050162, 0.415768065975742, 0.40647539691578893, 0.3923227436586927, 0.3760313740846405, 0.37453354201572314, 0.3734852434846787, 0.370461188792808, 0.36806251670049095, 0.36765502596840305, 0.36326365700386154, 0.3596872832845509, 0.3568775238365117, 0.35622603260302305, 0.35473424202114456, 0.35285805651417695]",name_properties,Sound system,"A sound system is a device used to reproduce audio or sound ranging from music to speeches. It comprises various components such as speakers, an amplifier, and a mixer that work together to produce high-quality sound. The sound system is operated with the help of a microphone, which captures the sound from the throat or mouth and converts it into an electronic signal that is processed by the device. The vocal cords play a critical role in producing sound, which gets amplified by the system, and then the speakers recreate the sound waves, allowing people to hear it. Whether it’s a concert or a conference, a sound system is an essential tool that enables the audience to hear and enjoy the sound being produced at the event.",
374,Gas Diffusion,Population Movement,gas molecules,8,"['gas molecules', 'heat transfer', 'Spread of Fire', 'Greenhouse', 'Burning Energy', 'Information Flow', 'air circulation ducts', 'Population Movement', 'Wave Propagation', 'Water pipe system', 'Reactor', 'Greenhouses', 'respiration', 'Chemical Reactions', 'Taylor Expansion', 'Friction', 'heat', 'Evolution', 'Baking', 'Air handling system']","[0.47053363395828995, 0.42525234370971887, 0.38666758721571104, 0.3496795100388014, 0.3432681365125665, 0.33955945171600677, 0.3284152817041535, 0.31665383001492503, 0.31609289224077003, 0.3100054670245327, 0.30850572473218324, 0.3081572313678506, 0.30539615865052216, 0.3053557576846987, 0.30391226669311866, 0.3011502556666653, 0.28669988243176414, 0.28546314905971837, 0.2827925064297362, 0.2791566254872197]",name_properties,Gas Diffusion,"Gas diffusion electrodes (GDE) are a type of electrode that utilizes gas diffusion to facilitate an electrochemical reaction between the liquid and gaseous phase. This electrode consists of a solid, liquid, and gaseous interface, along with an electrical conducting catalyst that supports the reaction. The diffusion medium of the GDE allows for efficient transfer of gas to the electrode surface, enabling the reaction to occur at a faster rate. This makes GDEs an ideal option for a variety of applications, ranging from fuel cells to gas sensors. Through the use of advanced materials and design techniques, gas diffusion electrodes have become an essential component in the development of numerous clean energy technologies.",
375,The First Law of Thermodynamics,Financial Equilibrium,The Law of Means,6,"['The Law of Means', 'Burning Energy', 'heat transfer', 'Conservation of Water Flow', 'Principle of Financial Balance', 'Financial Equilibrium', 'Wind Power', 'Evolution', 'Power Generation', 'Circular Economy', 'The Second Industrial Revolution', 'Information Flow', 'Chemical Reactions', 'Friction', 'Biological Evolution', 'theory', 'heat', 'Transportation Systems', 'Circuits', 'The Production Line of a Car Factory']","[0.42970397532273086, 0.37431743060106715, 0.3633270714002334, 0.35628512211041496, 0.2997786937594292, 0.2773274887537709, 0.2691322145481533, 0.26499368828655406, 0.26374420643741003, 0.2617041901654358, 0.2586771519545285, 0.2551672777603519, 0.25427808640216043, 0.2516561585766549, 0.2514524614437129, 0.24730533702805368, 0.24654698131267994, 0.24123631156892228, 0.23834997755351464, 0.22833766591116]",name_properties,The First Law of Thermodynamics,"The First Law of Thermodynamics is a fundamental principle that governs energy conservation in thermodynamic processes. It states that the total energy in a closed system remains constant, and that energy can be transformed from one form to another, but cannot be created or destroyed. This law distinguishes between two forms of energy transfer - heat and thermodynamic work. The law of conservation of energy holds true for any isolated system, and energy can neither enter nor output from it. The internal energy of the system is defined as an extensive property that takes into account the balance of energies in the system. This law is frequently used in calculating the change in internal energy of a closed system, as well as the amount of energy supplied to the system as heat and the amount of work done by the system on its surroundings. The First Law also highlights the impossibility of perpetual motion machines of the first kind, as doing work requires that the system's internal energy be consumed or decreased while being resupplied by an external energy source or work. Overall, the First Law of Thermodynamics is a foundational concept in understanding the behavior of energy in the natural world.",
376,Tight-Bind Approximation,Social Circle,Taylor Expansion,-1,"['Taylor Expansion', 'Lock', 'Finding Nearest Neighbors', 'Financial Equilibrium', 'Adjust Shutter Aperture', 'Friction', 'Mathematical Calculations', 'A Tuning System for Music', 'Dictionary', 'Molecular Symmetry', 'The Law of Means', 'Bridge', ""Rubik's Cube"", 'clock', 'Financial Balance', 'Principle of Financial Balance', 'Typo', 'The Maze Problem', 'password lock', 'Math']","[0.4185081288054722, 0.3432166602517945, 0.3199767361884768, 0.31591019080566207, 0.29734419457032474, 0.2818578508655242, 0.2809156551260693, 0.2613585482067532, 0.2585929343647042, 0.254826779507091, 0.2471607724076188, 0.24464200578865736, 0.24383986198306712, 0.24175350560230308, 0.24146744441210052, 0.2376810016978231, 0.23503556276159018, 0.23449275065588976, 0.23179057942575965, 0.23111530065812944]",name_properties,Tight-Bind Approximation,"The Tight-Bind Approximation is a concept used in the field of biochemistry to understand the active site of an enzyme. The active site is a crucial part of the enzyme that catalyzes the chemical reactions by binding with the substrate. This binding site is evolved to be highly specific and usually consists of a groove or pocket in the enzyme. The active site lowers the activation energy of the reaction, enabling more substrates to undergo reaction. In this process, nearby atoms and their associated electronic fields play a vital role in determining the efficacy of the enzyme. The atomic potential field of the active site and the remote electronics outside the active site play a crucial role in the functioning of the enzyme. The Tight-Bind Approximation describes the interaction between the atoms in the active site and the nearby electronics, allowing for a better understanding of the catalytic process.",
377,Tight-Bind Approximation,Taylor Expansion,Taylor Expansion,1,"['Taylor Expansion', 'Lock', 'Finding Nearest Neighbors', 'Financial Equilibrium', 'Adjust Shutter Aperture', 'Friction', 'Mathematical Calculations', 'A Tuning System for Music', 'Dictionary', 'Molecular Symmetry', 'The Law of Means', 'Bridge', ""Rubik's Cube"", 'clock', 'Financial Balance', 'Principle of Financial Balance', 'Typo', 'The Maze Problem', 'password lock', 'Math']","[0.41853140517192383, 0.34326309927022514, 0.3198663325277654, 0.3159947453764931, 0.2973157860405506, 0.2819586850179096, 0.2810066700435283, 0.26136447587119793, 0.25855693697281334, 0.254888439497011, 0.24724155407924692, 0.24466645006496068, 0.24390021707937143, 0.2418095408458264, 0.24152933145513028, 0.237751954012405, 0.2351068870175177, 0.23453182005603376, 0.23184090246557498, 0.2311709466116859]",name_properties,Tight-Bind Approximation,"The Tight-Bind Approximation is a concept used in physics to describe the behavior of atomic orbitals and their linear combinations. In biology and biochemistry, it is applied to the active site of enzymes where the site's composition of amino acid residues forms temporary bonds with substrate molecules, resulting in a chemical reaction. The active site is a small but crucial part of the enzyme, occupying only a small percentage of its volume, but directly catalyzing reactions. Its specificity in binding a particular substrate and catalyzing a particular reaction is determined by the arrangement of amino acids within it and the structure of the substrates. To function, some enzymes require the binding of cofactors to the active site. The active site is usually a groove or pocket of the enzyme and can catalyze a reaction repeatedly by lowering the activation energy of the reaction. The Tight-Bind Approximation plays a significant role in understanding the behavior of enzymes and is an essential concept in biochemistry.",
378,Two-Dimensional Electron Gas,A Pinball Game,gas molecules,-1,"['gas molecules', 'electromagnetic emission system', 'Molecular Symmetry', '3D Projection', 'A Distributed Computing System', 'a three-dimensional puzzle', 'Vortex', 'Electronic Signal Transmission', 'Financial Equilibrium', 'Taylor Expansion', 'atom', 'Seismic Imaging', 'Circuits', 'Dust Storm', 'resonance cavity', 'Drawing', 'Burning Energy', 'The Helix Bridge', 'Information Flow', 'German Constitutional Monarchy']","[0.383232956153728, 0.3590565574910458, 0.3460985888666426, 0.3094258207309779, 0.3086750755728669, 0.27768220461715604, 0.27514392641693475, 0.2689118988026976, 0.26068104221110033, 0.2549252366045095, 0.24722034571073556, 0.2456401323735226, 0.24389454851356118, 0.2354844548439028, 0.23118659401796596, 0.2275014547670114, 0.22577930824367387, 0.2240763978361519, 0.21708776717058959, 0.21705365298240653]",name_properties,Two-Dimensional Electron Gas,"A two-dimensional electron gas (2DEG) is a fascinating scientific concept in the realm of solid-state physics. Essentially, it refers to a special arrangement of electronic charge force that allows electrons to move freely in two dimensions while remaining tightly controlled in the third. This unique confinement results in quantized energy levels that essentially eliminate the third dimension from consideration in most analyses. As a result, researchers are able to focus primarily on the 2D sheet of electron density, yielding valuable insights into the properties and behavior of this intriguing system. Furthermore, the analogous construct of a two-dimensional hole gas (2DHG) offers additional avenues for exploration into the fundamental nature of electronic charges and their complex interactions.",
379,Two-dimensional Electron Gas,Checkers,gas molecules,-1,"['gas molecules', 'electromagnetic emission system', 'Molecular Symmetry', '3D Projection', 'Vortex', 'A Distributed Computing System', 'Electronic Signal Transmission', 'a three-dimensional puzzle', 'Financial Equilibrium', 'atom', 'Burning Energy', 'Circuits', 'Seismic Imaging', 'Taylor Expansion', 'Dust Storm', 'resonance cavity', 'The Helix Bridge', 'Drawing', 'Water Wave Propagation', 'Information Flow']","[0.42582982809857206, 0.3616974819883554, 0.3410127242719532, 0.30018800856545813, 0.27430308548283644, 0.2741962124428239, 0.270427676973768, 0.26886502777203464, 0.2593405327756575, 0.24703686747228162, 0.24080474203617044, 0.23903442440895656, 0.23759707826148155, 0.23636965244849656, 0.23635743835422815, 0.23386544366457035, 0.22092899253055742, 0.21755482977684454, 0.21725736886601213, 0.2158934663746401]",name_properties,Two-dimensional Electron Gas,"A two-dimensional electron gas (2DEG) is an electronic system that has captured the attention of physicists for decades. It involves the confinement of electrons to move in two dimensions while being tightly restricted in the third dimension. This confinement leads to quantized energy levels and a charge density that appears like a 2D sheet in a 3D environment. The laws of physics in this system have unique properties that make it a valuable model in solid-state physics. This system's analogous model is a two-dimensional hole gas (2DHG), which has equally useful and interesting properties.",
380,Conservation of Charge Flow,Conservation of Water Flow,Conservation of Water Flow,1,"['Conservation of Water Flow', 'Information Flow', 'Principle of Financial Balance', 'Circuits', 'heat transfer', 'Circuit Malfunction', 'Financial Balance', 'Vortex', 'Water Wave Propagation', 'Wave Propagation', 'Circular Economy', 'Power Generation', 'Burning Energy', 'Wind Power', 'Currency Loss', 'Electronic Signal Transmission', 'Friction', 'Financial Equilibrium', 'Population Movement', 'Vehicle Traffic']","[0.7031810531076634, 0.3846164386711166, 0.3764908380323807, 0.3618235646335917, 0.3402486498135604, 0.3231881825025246, 0.3190677413595189, 0.31624846037489407, 0.312721873232275, 0.31075038588519877, 0.29475755514051516, 0.2932983375547795, 0.2848526374155084, 0.27324632781061653, 0.26653045209913107, 0.26408364076153595, 0.26405153756911887, 0.261578856844086, 0.25629605662376953, 0.25134291480905324]",name_properties,Conservation of Charge Flow,"The concept of charge conservation is a fundamental principle in physics, which asserts that the total electric charge in a closed system never changes. This means that any change in the amount of charge in any given region can be fully accounted for by the flow of charges into and out of that region. The continuity equation links the charge density and current density in a given space, which further helps in understanding the relationship between the two. While charged particles can be created and destroyed, the total amount of charge in the universe remains constant, as supported by empirical observations. The concept of charge conservation is essential in understanding the behavior of electrical circuits and the microscopic behavior of subatomic particles. Additionally, resistance plays a crucial role in limiting the flow of charge in circuits, thus affecting the overall behavior of the system.",
381,The Theorem of Conservation of Charge Flow,Financial Balance,Conservation of Water Flow,10,"['Conservation of Water Flow', 'Principle of Financial Balance', 'Circuits', 'Information Flow', 'Circuit Malfunction', 'heat transfer', 'Vortex', 'Water Wave Propagation', 'Wave Propagation', 'Financial Balance', 'The Law of Means', 'Mathematical Calculations', 'Financial Equilibrium', 'Molecular Symmetry', 'Circular Economy', 'Power Generation', 'theory', 'Electronic Signal Transmission', 'Chemical Reactions', 'Currency Loss']","[0.6427772476880438, 0.3832107470759068, 0.3583898262624712, 0.3460476553502776, 0.3357222386756885, 0.33248807686633086, 0.29526046751709245, 0.28632458317943843, 0.28340991646173264, 0.27834095739496667, 0.2769148333013968, 0.2691697334255579, 0.2606830414469686, 0.25525685755194355, 0.2481847557574378, 0.24652748452054096, 0.24094564997639561, 0.23938308201504443, 0.239148752099907, 0.23702062774806193]",name_properties,The Theorem of Conservation of Charge Flow,"The Theorem of Conservation of Charge Flow is a fundamental principle in physics that states that the total electric charge in an isolated system remains constant. The net quantity of electric charge in the universe is conserved, which means that the change in the amount of electric charge in any volume of space is equal to the charge flowing into the volume minus the charge flowing out of the volume. This principle is based on a continuity equation between charge density and current density. While conservation of charge does not prevent the creation or destruction of individual positive and negative charges, it requires that equal numbers of positive and negative particles be created or destroyed in particle reactions to maintain the net amount of charge. Empirical observations support this property without exception. Overall, this principle has significant implications for the microscopic behavior of charged particles and the overall charge of the universe.",
382,Electromagnetic resonance cavity,resonance cavity,resonance cavity,1,"['resonance cavity', 'electromagnetic emission system', 'Electronic Signal Transmission', 'Circuits', 'Reactor', 'Vortex', 'Loudspeakers for Acoustic Systems', 'sound system', 'The Helix Bridge', 'Seismic Imaging', 'Wave Propagation', 'Molecular Symmetry', 'Water Wave Propagation', 'Mirrors', 'A Tuning System for Music', 'pendulum motion', 'Circuit Malfunction', 'Burning Energy', 'sounds', 'air circulation ducts']","[0.713037266205075, 0.5548642993768637, 0.35017514142458206, 0.33135333103575687, 0.3242190571518594, 0.31741542464460365, 0.31280674324283675, 0.3093787658398832, 0.30734716508729637, 0.299410632283038, 0.2850579617308369, 0.2811120391820966, 0.2782052768485709, 0.2714256242543348, 0.27113073506739693, 0.26902376996190425, 0.26315405592384367, 0.25818405977221137, 0.25097461768339735, 0.2460318170181423]",name_properties,Electromagnetic resonance cavity,"An electromagnetic resonance cavity is a fascinating scientific phenomenon that occurs in the extremely low frequency (ELF) portion of the Earth's electromagnetic field spectrum. The Schumann resonances are a beautiful set of spectral peaks that occur due to the reflection of lightning discharges within the cavity that is created by the surface of the Earth and the ionosphere. These global electromagnetic resonances are put in motion and excited by natural phenomena such as thunderstorms and lightning strikes that occur across the planet. The sound produced by these resonances is a combination of pitch and timbre, and it is believed to have a profound impact on living organisms, including humans. The sound of Schumann resonances is truly awe-inspiring and a testament to the amazing natural phenomena that occur in our world.",
383,Mean Field Approximation,Group Behavior,Finding Nearest Neighbors,-1,"['Finding Nearest Neighbors', 'The Law of Means', 'Taylor Expansion', 'Math', 'Financial Equilibrium', 'Molecular Symmetry', 'Mathematical Calculations', 'Neural Networks', 'Wave Propagation', 'Information Flow', 'Water Wave Propagation', 'The Neural Network of Computers', 'Financial Balance', 'Population Movement', 'Vortex', 'The Maze Problem', 'Friction', 'mind', 'Principle of Financial Balance', 'Expressway']","[0.37751233508203513, 0.3586150672508581, 0.34758327266863276, 0.3326264712096376, 0.3275676352705924, 0.3102625020954034, 0.30972322881426445, 0.2998456636397805, 0.28774530191047865, 0.2620024698069947, 0.26100805035762986, 0.25757672736995996, 0.2510801735362578, 0.24909831149985492, 0.24640344532448194, 0.24516553282443915, 0.23601484355537872, 0.23555011165252793, 0.23540209481874025, 0.2344582044590039]",name_properties,Mean Field Approximation,"The Mean Field Approximation (MFA) is a powerful tool in physics and probability theory that simplifies the study of high-dimensional stochastic models by considering the averaging of degrees of freedom. MFA achieves this by approximating the original many-body problem with a simpler effective one-body problem, where all interactions to any one body are replaced with an average or effective interaction. In this way, the behavior of the system can be studied at a lower computational cost, making it a valuable tool in a wide range of fields, including statistical inference, neuroscience, and game theory. The MFA is an essential concept in modern physics and probability theory, and its applications continue to expand with ongoing research.",
384,Mean Field Approximation,The Law of Means,Finding Nearest Neighbors,2,"['Finding Nearest Neighbors', 'The Law of Means', 'Taylor Expansion', 'Math', 'Financial Equilibrium', 'Molecular Symmetry', 'Mathematical Calculations', 'Neural Networks', 'Wave Propagation', 'Information Flow', 'Water Wave Propagation', 'The Neural Network of Computers', 'Financial Balance', 'Vortex', 'Population Movement', 'The Maze Problem', 'Friction', 'Expressway', 'heat transfer', 'mind']","[0.37927080273723923, 0.35594944153146113, 0.3479924609111261, 0.3329925071561874, 0.3260520282515561, 0.3104476924216093, 0.30933337225085145, 0.2973556928431458, 0.28778184089163683, 0.2621472945452389, 0.2602941993124347, 0.2556879565753795, 0.25020895516351954, 0.24963008967364986, 0.24787589270081234, 0.24465125232142482, 0.2395731807582283, 0.2393926237608071, 0.2346634275866469, 0.23262815466308603]",name_properties,Mean Field Approximation,"The Mean Field Approximation is a powerful technique used in physics and probability theory to study the behavior of high-dimensional stochastic models. The technique allows for the approximation of complex many-body problems by averaging over degrees of freedom, thereby reducing the problem to an effective one-body problem. By replacing all interactions with an average or effective interaction, the Mean Field Approximation is a useful tool for gaining insights into the behavior of complex systems at a lower computational cost. This technique has found applications in various fields such as statistical inference, neuroscience, game theory, and computer-network performance.",
385,Lattice,Architecture,Tree,-1,"['Tree', 'Building Structure', 'Reactor', 'A Jigsaw Puzzle', 'line', 'Ledger', 'Lock', 'Circuits', 'a three-dimensional puzzle', 'Dictionary', 'A Puzzle', 'Drawing', 'The Puzzle', 'Walls', 'Math', 'Factory', 'Bridge', 'Vortex', 'Factory System', 'shelf']","[0.3997525216801705, 0.3911420868741502, 0.3867367757288846, 0.38661462330035845, 0.38560326654741783, 0.38131869038422783, 0.37240066683666795, 0.3687648853281607, 0.3675058982216644, 0.3669573428527031, 0.36398981549819887, 0.3634885452083945, 0.3534600866497346, 0.35335571390448417, 0.35041702051126755, 0.34620540486759366, 0.34187479561498035, 0.3409796252468898, 0.33684296721594176, 0.3354306179328098]",name_properties,Lattice,"Lattice is a term that is commonly used in the field of mathematics and physics. In mathematical terms, a lattice refers to a discrete set of points that are arranged in a regular pattern. These points are usually referred to as lattice points and are often studied in the context of number theory and algebraic geometry.

A lattice can also refer to a set of vectors that are arranged in a regular pattern. These vectors, known as lattice vectors, are used to define the structure of a crystal. In the field of physics, lattice vectors are commonly used to describe the properties of various materials, such as their electronic and magnetic properties.

Overall, the term lattice is a versatile term that is used in a range of disciplines, from pure mathematics to material science. Whether studying the properties of crystals or exploring number theory, the concept of a lattice plays a crucial role in understanding these fields.",
386,Lattice,Rubik's Cube,Tree,-1,"['Tree', 'Building Structure', 'Reactor', 'A Jigsaw Puzzle', 'line', 'Ledger', 'Lock', 'Circuits', 'a three-dimensional puzzle', 'Dictionary', 'A Puzzle', 'Drawing', 'The Puzzle', 'Walls', 'Math', 'Factory', 'Bridge', 'Vortex', 'Factory System', 'shelf']","[0.3997525216801705, 0.3911420868741502, 0.3867367757288846, 0.38661462330035845, 0.38560326654741783, 0.38131869038422783, 0.37240066683666795, 0.3687648853281607, 0.3675058982216644, 0.3669573428527031, 0.36398981549819887, 0.3634885452083945, 0.3534600866497346, 0.35335571390448417, 0.35041702051126755, 0.34620540486759366, 0.34187479561498035, 0.3409796252468898, 0.33684296721594176, 0.3354306179328098]",name_properties,Lattice,"Lattice is a term that is commonly used in mathematics and geometry. It refers to a regular arrangement of points or objects, which is known as a lattice point. These points are often arranged in a grid-like pattern, and they can be used to represent a variety of geometric shapes and objects. The lattice point system is often used in crystallography, where it is used to represent the atomic structure of a crystal. However, lattices are also used in other areas of mathematics, such as topology and algebraic geometry. 

In addition to its use in mathematics, lattice can also refer to a move that is commonly used in fencing. This move involves quickly stepping back and then forward again, in order to avoid an opponent's attack and then launch one's own attack. The lattice move is an important technique in fencing, as it can be used to gain an advantage over one's opponent and ultimately win the match. 

Overall, lattice is a versatile term that can refer to a variety of different concepts and applications. Whether it is used to represent the atomic structure of a crystal or to launch an attack in fencing, the concept of lattice is an important one that is widely used in many different fields.",
