id,target,gold_source,all_golden_sources,predicted_rank_1,gold_rank,num_golden_found,found_golden_sources,golden_ranks,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
11,Nervous System,Circuits,['Circuits'],The Nervous System,13,1,['Circuits'],[13],"['The Nervous System', 'The Brain', 'Neural Networks', 'The Neural Network of Computers', 'How the Human Brain Works', 'communication networks', 'Information Flow', 'Computer Processor', 'Computer', 'Machines', 'Electronic Signal Transmission', 'cocoon', 'Circuits', 'A Distributed Computing System', 'Computer Code', 'Human Body', 'Power Generation', 'The Writing System', 'Disease', 'Operating System']","[0.697849987566614, 0.596443309355877, 0.5911595754472221, 0.5542277446280751, 0.46165852863081513, 0.4465177703759455, 0.42672727155559087, 0.3969291270811957, 0.3825221788616566, 0.3632570829374097, 0.3594540069125697, 0.3567369613670939, 0.35215914515438984, 0.34421982257868683, 0.33622471026510126, 0.33329175728663984, 0.330453254725236, 0.3276506083421623, 0.3169533157061868, 0.3113368920655702]",name_properties,"Nervous System. Neurons, nerve fiber, Ganglion, information","The nervous system is a highly complex part of an animal that coordinates its actions and sensory information by transmitting signals to and from different parts of its body. It consists of two main parts, the central nervous system (CNS) and the peripheral nervous system (PNS), which are composed of neurons and other specialized cells called glial cells. Neurons have special structures that allow them to send signals rapidly and precisely to other cells through nerve fibers, while glial cells provide structural and metabolic support. The nervous system also contains ganglia where neuron cell bodies are located. The system functions to receive information, process it, and send appropriate signals to different parts of the body. Malfunction of the nervous system can result in various disorders, many of which are studied by neurology, a medical specialty. Neuroscience is the field of science that focuses on the study of the nervous system, including neurons, nerve fibers, and ganglia to gain insight into how information is processed and transmitted in the nervous system.","Neurons, nerve fiber, Ganglion, information"
12,Immune System,Army,"['Army', 'Reactor']",Immunity,12,1,['Army'],[12],"['Immunity', 'Human Body', 'The Nervous System', 'Disease', 'The Brain', 'illness', 'Neural Networks', 'electromagnetic emission system', 'ecosystem', 'Ecosystem', 'Human Hands', 'Army', 'lubrication system', 'A Distributed Computing System', 'Feudal Dynasties', 'Evolution', 'The Writing System', 'Machines', 'communication networks', 'Firewall']","[0.4271151822090341, 0.41606589309257047, 0.3722978677564144, 0.3576889198631956, 0.3465867662471285, 0.3316370996009631, 0.3300908890849577, 0.3135191439616844, 0.31101054535708295, 0.30677781079999045, 0.30393547795368003, 0.3038373417071838, 0.29775320102813235, 0.2972925715810043, 0.29386309293947155, 0.2919755022465118, 0.2902310891753797, 0.28995728507953106, 0.2884723662623352, 0.28226502925561736]",name_properties,"Immune System. Immune Cells, Antibody, lymphoid tissue, regulatory organs","The immune system is a complex network of biological processes that protect us from a wide range of pathogens, including viruses, bacteria, parasites, and cancer cells. It consists of two major subsystems: innate and adaptive immunity. The innate immune system provides a preconfigured response to broad groups of situations and stimuli, while the adaptive immune system provides a tailored response to each stimulus by learning to recognize molecules it has previously encountered. The adaptive immunity also creates an immunological memory leading to an enhanced response to subsequent encounters with that same pathogen, which is the basis of vaccination. The immune system involves different immune cells and regulatory organs and tissues, such as lymphoid tissue. Dysfunction of the immune system can lead to autoimmune diseases, inflammatory diseases, and cancer, while immunodeficiency can result in recurring and life-threatening infections. Immunology encompasses the study of all aspects of the immune system, including antibodies and their functions.","Immune Cells, Antibody, lymphoid tissue, regulatory organs"
13,Cell Membranes,Walls,['Walls'],Walls,1,1,['Walls'],[1],"['Walls', 'Heart', 'Human Body', 'Buildings', 'sponge', 'Skin System', 'Ecosystem', 'clock', 'Chemical Reactions', 'Disease', 'The Brain', 'Evolution', 'Financial Balance', 'Machines', 'Immunity', 'memory', 'Financial Equilibrium', 'Reactor', 'Operating System', 'The Great Wall']","[0.3664116156910689, 0.32944330700790514, 0.32839776193091996, 0.3271138304873043, 0.31841065978761807, 0.315954530516643, 0.31566799520090855, 0.31326653057156845, 0.3040392163809311, 0.30278531250887203, 0.29783567853618403, 0.293028307730253, 0.2903027759393837, 0.2892568472267878, 0.28800944036669196, 0.2879603355271538, 0.2811677054216139, 0.28035024093914407, 0.2792273094053483, 0.2784070326009409]",name_properties,"Cell Membranes. cell, substances, maintain","The cell membrane is a crucial component of any living cell, serving as a protective barrier that separates the interior from the outside environment. Composed of a lipid bilayer interspersed with cholesterols and a variety of proteins and glycolipids, the membrane is selectively permeable, controlling the movement of substances in and out of the cell. In addition, it plays a critical role in several cellular processes including cell adhesion, ion conductivity, and cell signaling. It is also responsible for maintaining appropriate membrane fluidity at various temperatures. Furthermore, in the field of synthetic biology, cell membranes can be artificially reassembled. Overall, the cell membrane is a complex and essential structure that is vital to the survival and function of all living cells.","cell, substances, maintain"
14,Protein folding,a three-dimensional puzzle,['a three-dimensional puzzle'],Origami,2,1,['a three-dimensional puzzle'],[2],"['Origami', 'a three-dimensional puzzle', 'Building Structure', 'Drama', 'The Puzzle', 'wrinkles', 'Evolution', 'Molecular Symmetry', 'A Puzzle', 'A Jigsaw Puzzle', 'Chemical Reactions', '3D Projection', 'Buildings', 'Factory', 'Baking', 'Recipes', 'Factory System', 'the skeletal system', 'Architecture', 'Computer Code']","[0.3406308883309279, 0.3202490620996499, 0.30068824573885633, 0.30021313755456397, 0.29638995371340326, 0.2893925003784124, 0.28619463587740324, 0.2791357215550815, 0.2789813363864999, 0.2785870577205344, 0.2776306999270217, 0.27724010666283916, 0.27280846375968226, 0.2718869120456692, 0.26634503357338757, 0.2626293875817557, 0.26061126441243293, 0.258719624090897, 0.2583838631950286, 0.24734971362948616]",name_properties,"Protein folding. sequence, structure, fold","Protein folding is the process by which a linear chain of amino acids, generated from mRNA, is transformed into the biologically functional three-dimensional structure of a protein. The folding process is essential to the function of the protein, which can only occur in its stable, native state. The amino acid sequence determines the final folded structure of the protein, although protein dynamics play a role in some functional proteins. Misfolded proteins can lead to diseases like neurodegeneration, and allergies can be caused by proteins that are incorrectly folded. The folding duration is protein-specific, with some smaller proteins folding in a single step while larger proteins may require hours. Understanding the mechanism of protein folding has been a significant challenge for computational biology.","sequence, structure, fold"
15,Photosynthesis,Power Generation,"['Power Generation', 'Solar Panels']",Plants,7,2,"['Power Generation', 'Solar Panels']","[8, 7]","['Plants', 'Greenhouse', 'respiration', 'Burning Energy', 'Desert', 'Planting', 'Solar Panels', 'Power Generation', 'camera', 'Greenhouses', 'heat', 'Human Body', 'Camera', 'light', 'Ecosystem', 'Chemical Reactions', 'Sun Protection', 'Baking', 'Tree', 'Machines']","[0.5253737427530258, 0.3996884620526778, 0.3856280553376643, 0.3667025676850567, 0.3381280321414909, 0.33224449892155417, 0.33027812275933977, 0.30916347558581864, 0.30712527549114543, 0.3069898945398608, 0.30356024743631826, 0.29236947142248015, 0.2900906620275641, 0.2852059445926761, 0.2820752506176395, 0.2766477137226655, 0.2758005182162496, 0.27401452874211313, 0.2658022703048474, 0.2567712542620748]",name_properties,"Photosynthesis. light energy, Chlorophyll, oxygen and glucose","Photosynthesis is a crucial process that takes place within plants and various other organisms to convert light energy into chemical energy, which can later be released to fuel the organism's activities. Through the process of photosynthesis, carbon dioxide and water are synthesized into carbohydrate molecules such as sugars and starches, which are essential for the organism's survival. Chlorophyll, a pigment responsible for absorbing light, plays a central role in this process, which takes place in organelles called chloroplasts in plant cells. The process of photosynthesis is essential for maintaining the oxygen content of the Earth's atmosphere and providing the energy necessary for life on Earth. It is an intricate process that involves light-dependent reactions, which generate oxygen and energy carriers such as NADPH and ATP, and light-independent reactions, which use these energy carriers to synthesize sugars such as glucose. The discovery of photosynthesis has played an immense role in scientific advancements and our understanding of the natural world.","light energy, Chlorophyll, oxygen and glucose"
16,Platelets,Construction Workers,['Construction Workers'],Human Body,-1,0,[],[],"['Human Body', 'Healing', 'Human Hands', 'Disease', 'wound', 'Building Repair', 'Heart', 'Diseases', 'the replicator', 'A Pinball Game', 'the skeletal system', 'Drug Treatment', 'Manual', 'Buildings', 'sponge', 'air filter', 'wrinkles', 'Plants', 'Water pipe system', 'bacterial mutation']","[0.4231858063657422, 0.3338069268960364, 0.3246046490244686, 0.3242580203580734, 0.3222813363942886, 0.31779022413388003, 0.30258300163880314, 0.29744357884564177, 0.2952887701781497, 0.293081773129805, 0.29230805813262617, 0.27722410224638083, 0.27358049253623096, 0.27144245957001945, 0.2677309711293434, 0.26618737907851586, 0.2646210953618011, 0.2623226242523807, 0.26229685132094266, 0.2548436625641853]",name_properties,"Platelets. human body, substances, damaged tissue","Platelets are a crucial component of the human body's blood system. Their main function, along with coagulation factors, is to react to bleeding caused by damaged tissue or blood vessel injury by clumping and forming a blood clot. Platelets are derived from megakaryocytes found in the bone marrow or lung and circulate in the blood. Unlike other vertebrates, platelets are found only in mammals. When damage to the endothelium occurs, platelets attach to substances outside the injured tissue and aggregate in a process known as primary hemostasis. This leads to the formation of a platelet plug that can activate the coagulation cascade, resulting in fibrin deposition and linking, or secondary hemostasis. Platelets also play a role in the body's immune response to intravascular pathogens.","human body, substances, damaged tissue"
17,Genome,Operating System,['Operating System'],Evolution,9,1,['Operating System'],[9],"['Evolution', 'bacterial mutation', 'Disease', 'Computer Code', 'Ecosystem', 'Machines', 'ecosystem', 'CPU', 'Operating System', 'laboratory', 'Reactor', 'Computer Processor', 'Families', 'Regulator', 'Factory System', 'Human Body', 'Greenhouse', 'code', 'nation', 'natural selection']","[0.5092431356583711, 0.44832604968548384, 0.44026241397965016, 0.4382371323400003, 0.4115865669894898, 0.4028197992739475, 0.3991438368932806, 0.3916683087010874, 0.3909725998056587, 0.3830026564528085, 0.3805461511249345, 0.37867275045187143, 0.3758838922818518, 0.3744834105746242, 0.36742424094737125, 0.3636830172979669, 0.362394209213557, 0.359404814854265, 0.35567538996451065, 0.35227270935467503]",name_properties,"Genome. organism, Gene, control","A genome is a complete set of genetic information of an organism, consisting of DNA or RNA sequences. It includes various regions of the genome, such as regulatory sequences, non-coding DNA, and even junk DNA. Genomics is the study of genomes, and it has allowed scientists to sequence the genomes of many organisms, which has been a significant step forward in the fields of molecular biology and genetics. The genome contains important information for the organism's survival, such as protein-coding genes and control sequences. Despite the initial limitations to fully sequence the human genome, advances in sequencing technologies have made it possible to sequence the entire human genome in recent years, allowing for a better understanding of human genetics and disease.","organism, Gene, control"
18,Brain,Computer Processor,['Computer Processor'],The Brain,6,1,['Computer Processor'],[6],"['The Brain', 'The Nervous System', 'How the Human Brain Works', 'Neural Networks', 'The Neural Network of Computers', 'Computer Processor', 'mind', 'Final Exam', 'Human Body', 'CPU', 'Building Structure', 'Plants', 'Computer', 'blind', 'memory', 'Architecture', 'Reactor', 'Robotic Movement', 'Machines', 'Heart']","[0.6116133477660775, 0.5804733020110282, 0.531096120158904, 0.527755612432286, 0.47014358934732725, 0.40059716186623623, 0.3950461525112381, 0.3929404193679456, 0.387534086452779, 0.361859892748863, 0.3529930424814315, 0.34826735227503647, 0.338086994105507, 0.33366212904680725, 0.3332135808252901, 0.32982234181760717, 0.3292024927086672, 0.32865807601025143, 0.32776883157311854, 0.31824673132647463]",name_properties,"Brain. body, Neurons, Stimulate","The brain is one of the most complex organs in the body, serving as the center of the nervous system for all vertebrate and most invertebrate animals. It is made up of billions of neurons connected by synapses, which work together to generate patterns of muscle activity and drive the secretion of hormones. The brain allows for sophisticated purposeful control of behavior based on complex sensory input, which requires the information integrating capabilities of a centralized brain. The operations of individual brain cells are now understood in considerable detail, but the way they cooperate in ensembles of millions is yet to be solved. Despite this, recent models in modern neuroscience treat the brain as a biological computer. Overall, the study of the brain compares the properties of brains across the entire range of animal species, with a focus on vertebrates. This article covers the way the brain stimulates the rest of the body, how neurons work together, and how the brain operates as a complex system.","body, Neurons, Stimulate"
19,Nucleus,CPU,"['CPU', 'Bookshelf']",Reactor,10,1,['CPU'],[10],"['Reactor', 'The Brain', 'atom', 'Chemical Reactions', 'bacterial mutation', 'The Nervous System', 'Computer Processor', 'Neural Networks', 'Computer Code', 'CPU', 'The Neural Network of Computers', 'communication networks', 'laboratory', 'memory', 'City', 'Computer', 'program', 'Ecosystem', 'Machines', 'Power Generation']","[0.47412181869025266, 0.4061986548073463, 0.4032588373323863, 0.39419663209716327, 0.38084757824059057, 0.3733478938547745, 0.37295430668944696, 0.3641310854853021, 0.3609442214664689, 0.3502494741944039, 0.34584084631686035, 0.3347086986556085, 0.32763739368878564, 0.32745818949134115, 0.3253315652257931, 0.3202305029289155, 0.31714589949484445, 0.3150637988805781, 0.307784611976079, 0.3021347231414654]",name_properties,"Nucleus. cell, biochemical reaction, genetic information","Nucleus is a term used to describe the central and essential component of both an atom and a eukaryotic cell. In the case of an atom, the nucleus is the small, dense region containing positively charged protons and uncharged neutrons. This is where most of an atom's mass and all of its positive charge can be found. In a eukaryotic cell, the nucleus serves as the central organelle that contains the cell's genetic information in the form of DNA. This is where important biochemical reactions occur within the cell, enabling it to carry out vital functions necessary for an organism's survival. Overall, the nucleus plays a fundamental role in both the atom and the cell, serving as their primary source of structure and function.","cell, biochemical reaction, genetic information"
20,Biological Evolution,Urban Evolution,['Urban Evolution'],Biological Evolution,3,1,['Urban Evolution'],[3],"['Biological Evolution', 'natural selection', 'Evolution', 'Ecosystem', 'ecosystem', 'bacterial mutation', 'Urban Evolution', 'Pedigree Trees', 'Population Movement', 'Human Body', 'life', 'laboratory', 'Urban Entropy Increase', 'forest', 'Chemical Reactions', 'respiration', 'Desert', 'innovation', 'Plants', 'Human Relationships']","[0.7136361725623832, 0.6481960299266241, 0.5832613612149092, 0.5424742679055645, 0.4453876868689889, 0.4198718029343804, 0.38834555354601746, 0.33923743396255907, 0.3053907937206114, 0.29886376681564, 0.2968737506214286, 0.2931411565131625, 0.2827048525033216, 0.28202005044471556, 0.2804451575087811, 0.2778688624750994, 0.27413733248320504, 0.26856478084493285, 0.26460422937047645, 0.2643010596809615]",name_properties,"Biological Evolution. biological population, Genetic Variation, natural selection, species adaptation","Biological evolution is a process of change that occurs over successive generations in biological populations. This change is driven by genetic variation that exists within the population due to genetic mutation and recombination. The process is governed by evolutionary pressures such as natural selection and genetic drift, resulting in certain characteristics becoming more common or rare within the population. The theory of evolution by natural selection was conceived by Charles Darwin and Alfred Russel Wallace and is established by observable facts about living organisms. All life on Earth—including humanity—shares a last universal common ancestor, which lived approximately 3.5–3.8 billion years ago. Existing patterns of biodiversity have been shaped by repeated formations of new species, changes within species, and loss of species throughout the evolutionary history of life on Earth. Evolutionary biologists continue to study various aspects of evolution by forming and testing hypotheses based on evidence from the field or laboratory. The discoveries made in this field have influenced numerous scientific and industrial areas, including agriculture, medicine, and computer science.","biological population, Genetic Variation, natural selection, species adaptation"
21,DNA Replication,Printers Print Documents,['Printers Print Documents'],bacterial mutation,-1,0,[],[],"['bacterial mutation', 'Deciphering the Code', 'the replicator', 'code', 'Translation', 'The Production Line of a Car Factory', 'laboratory', 'Evolution', 'Chemical Reactions', 'Recipes', 'Crime Scene', 'A Puzzle', 'Reactor', 'Drama', 'program', 'Baking', 'Power Generation', 'A Jigsaw Puzzle', 'The Helix Bridge', 'natural selection']","[0.35800526934845656, 0.3159052089059606, 0.2976271532077652, 0.2860581951022597, 0.2789525073248279, 0.27725087933535075, 0.2747788944681014, 0.27093488216389067, 0.2547728038549507, 0.2543412111834044, 0.25070961059058827, 0.24507191444371518, 0.2441856154004452, 0.24408034822672747, 0.240463283337204, 0.24002739489052966, 0.2384457406645944, 0.235727403430872, 0.23353494857257034, 0.23213298847006558]",name_properties,"DNA Replication. dna, enzyme, original DNA strand, new DNA strand","DNA replication is a critical biological process that occurs in all living organisms, ensuring that genetic information is accurately passed on from one generation to the next. The process involves the production of two identical replicas of DNA from one original DNA molecule. This is achieved through semiconservative replication, where each strand of the original DNA molecule serves as a template for the production of its counterpart. As a result, the new DNA helix is composed of an original DNA strand and a newly synthesized strand. DNA replication is initiated at specific locations in the genome called origins of replication, and involves the unwinding of DNA at the origin, synthesis of new strands by enzymes such as helicase and DNA polymerase, and proofreading and error-checking mechanisms to ensure near perfect fidelity. DNA replication is essential for cell division, growth and repair of damaged tissues, and ensuring that each new cell receives its own copy of the DNA. In vitro DNA replication can also be performed artificially using enzymes and primers to start DNA synthesis at known sequences. Recent research suggests that a preliminary form of transfer RNA could have been a replicator molecule itself in the very early development of life. Overall, DNA replication represents a fundamental process in biology, with important implications for inheritance, evolution, and the development of life itself.","dna, enzyme, original DNA strand, new DNA strand"
22,Food Chain,Supply Chain,"['Supply Chain', 'Information Flow']",Ecosystem,3,1,['Supply Chain'],[3],"['Ecosystem', 'ecosystem', 'Supply Chain', 'Evolution', 'Desert', 'natural selection', 'Circular Economy', 'respiration', 'The Hunt', 'Burning Energy', 'Biological Evolution', 'forest', 'Fishing', 'Cooking', 'Pedigree Trees', 'Competition', 'Power Generation', 'Recipes', 'Plants', 'Reactor']","[0.4696639130269478, 0.46096962156208715, 0.4528296710028408, 0.4156576301563144, 0.3977836786652565, 0.38389659788653596, 0.3824156687165623, 0.3811716648328364, 0.36878109739270776, 0.36248836130981965, 0.35542341296875324, 0.346832221344528, 0.3440758845384747, 0.33243593287357176, 0.3316965224278322, 0.32939529475388896, 0.32384418261897535, 0.32155182859324, 0.3203441122674482, 0.3174327712736317]",name_properties,"Food Chain. species, predator, energy","The food chain is a crucial aspect of ecology, referring to the connected chain of trophic relations between species in an ecosystem. It describes how each species serves as both a predator and prey, transferring energy from one level of the chain to another. In addition to its ecological context, ""food chain"" can also refer to other cultural and artistic works such as comics, television episodes, plays, books, and films. Whether referring to ecological or cultural contexts, the concept of the food chain remains rooted in the important relationships between species and the transfer of energy in complex systems.","species, predator, energy"
23,DNA Double Helix Structure,The Helix Bridge,['The Helix Bridge'],The Helix Bridge,1,1,['The Helix Bridge'],[1],"['The Helix Bridge', 'Molecular Symmetry', 'Building Structure', 'bacterial mutation', 'The Puzzle', 'Human Hands', 'line', 'A Puzzle', 'Blankets', 'a three-dimensional puzzle', 'Pedigree Trees', 'A Jigsaw Puzzle', 'atom', 'Buildings', 'Drama', '3D Projection', 'Evolution', 'Dictionary', 'Computer Code', 'Deciphering the Code']","[0.38439410896819226, 0.2846613717532057, 0.26912753056501104, 0.2602512275859751, 0.24681188033041684, 0.24328579548059384, 0.24260882764515812, 0.2414559201302827, 0.23323443037259878, 0.2330426415086057, 0.231734395850747, 0.231690208083511, 0.22990384004755954, 0.22007160185989574, 0.21389414522834055, 0.21335516321171027, 0.20852092397639116, 0.20490053451439177, 0.20471419281342884, 0.20402424777095032]",name_properties,"DNA Double Helix Structure. dna strand, base pair","The DNA double helix structure is a fundamental component of molecular biology and is formed by double-stranded nucleic acid molecules such as DNA. This biopolymer of nucleic acid is held together by base pairs which are responsible for its unique structure. The DNA double helix contains a major groove and minor groove, with the major groove being wider than the minor groove. This difference in widths makes it easier for proteins to bind to the DNA strand through the major groove. The discovery of the double helix structure of DNA revolutionized the field of genetics and continues to play a significant role in research today.","dna strand, base pair"
24,Food Chain,Information Flow,"['Supply Chain', 'Information Flow']",The Hunt,4,1,['Supply Chain'],[4],"['The Hunt', 'Evolution', 'ecosystem', 'Supply Chain', 'Fishing', 'Dominoes', 'Ecosystem', 'Competition', 'Desert', 'respiration', 'Pedigree Trees', 'Cooking', 'natural selection', 'Recipes', 'Planting', 'Factory System', 'Biological Evolution', 'Leaping Over Barriers', 'Reactor', 'Circular Economy']","[0.45059193380276163, 0.425885771092002, 0.3731389278081282, 0.3649648084868382, 0.36248194190610145, 0.3553874633652321, 0.35459791375765354, 0.35410836615297314, 0.33698841091408394, 0.33143192383809883, 0.32933083397970353, 0.3258480477124118, 0.32484440226101563, 0.3187236782067664, 0.3173241831529191, 0.3153596377334115, 0.3120123693861007, 0.3096704591634829, 0.30624956060910313, 0.3037531676119559]",name_properties,"Food Chain. Predator, ability, predator","The food chain is a crucial concept in ecology that explains the trophic relations between different organisms in an ecosystem. It refers to the process of the transfer of energy from one organism to another through a series of feeding relationships. The organisms are arranged in a hierarchical manner, where each level is dependent on the lower one. Predators play a significant role in the food chain, as they have the ability to hunt and kill their prey, which forms the basis of their food source. In addition to ecology, the term food chain also finds its use in various other aspects such as in movies, comics, and music albums.","Predator, ability, predator"
