id,target,gold_source,all_golden_sources,predicted_rank_1,gold_rank,num_golden_found,found_golden_sources,golden_ranks,top_k_sources,top_k_scores,embedding_mode,query_embedding_text,target_background,target_properties
11,Nervous System,Circuits,['Circuits'],The Nervous System,19,1,['Circuits'],[19],"['The Nervous System', 'The Brain', 'Neural Networks', 'Skin System', 'The Neural Network of Computers', 'Operating System', 'Human Body', 'the skeletal system', 'How the Human Brain Works', 'Computer', 'Transportation Systems', 'The Writing System', 'Human Emotions', 'Disease', 'Immunity', 'Ecosystem', 'CPU', 'Computer Processor', 'Circuits', 'communication networks']","[0.9240899351125225, 0.548731150199401, 0.5119749666727554, 0.48934380828570645, 0.42591856067176703, 0.4133026013842563, 0.409009577886313, 0.38042885689675454, 0.3767875119319859, 0.35619195480379107, 0.34266895740738934, 0.3293895089309207, 0.3259450201194328, 0.31775731938463647, 0.317112987754529, 0.3162088625066714, 0.30997959020669225, 0.3034140922602628, 0.29617774902415284, 0.2945930547378981]",name_only,Nervous System,"The nervous system is a highly complex part of an animal that coordinates its actions and sensory information by transmitting signals to and from different parts of its body. It consists of two main parts, the central nervous system (CNS) and the peripheral nervous system (PNS), which are composed of neurons and other specialized cells called glial cells. Neurons have special structures that allow them to send signals rapidly and precisely to other cells through nerve fibers, while glial cells provide structural and metabolic support. The nervous system also contains ganglia where neuron cell bodies are located. The system functions to receive information, process it, and send appropriate signals to different parts of the body. Malfunction of the nervous system can result in various disorders, many of which are studied by neurology, a medical specialty. Neuroscience is the field of science that focuses on the study of the nervous system, including neurons, nerve fibers, and ganglia to gain insight into how information is processed and transmitted in the nervous system.","Neurons, nerve fiber, Ganglion, information"
12,Immune System,Army,"['Army', 'Reactor']",Immunity,-1,0,[],[],"['Immunity', 'Skin System', 'The Nervous System', 'Human Body', 'The Brain', 'the skeletal system', 'Ecosystem', 'Disease', 'Operating System', 'Healing', 'Neural Networks', 'Diseases', 'Evolution', 'electromagnetic emission system', 'Firewall', 'Biological Evolution', 'Factory System', 'ecosystem', 'lubrication system', 'Computer']","[0.7019632279878019, 0.5633398251433532, 0.537770378397827, 0.4528782121277083, 0.39820011157862567, 0.37648172099045135, 0.361196667758946, 0.35811103740566846, 0.32909274833438473, 0.3250171637886736, 0.3246437822564953, 0.32160951532213056, 0.3165764434031655, 0.3007403712902981, 0.30013138448191834, 0.2996862083973648, 0.29921970310255247, 0.2969898807138286, 0.29377221149671134, 0.2932584851157846]",name_only,Immune System,"The immune system is a complex network of biological processes that protect us from a wide range of pathogens, including viruses, bacteria, parasites, and cancer cells. It consists of two major subsystems: innate and adaptive immunity. The innate immune system provides a preconfigured response to broad groups of situations and stimuli, while the adaptive immune system provides a tailored response to each stimulus by learning to recognize molecules it has previously encountered. The adaptive immunity also creates an immunological memory leading to an enhanced response to subsequent encounters with that same pathogen, which is the basis of vaccination. The immune system involves different immune cells and regulatory organs and tissues, such as lymphoid tissue. Dysfunction of the immune system can lead to autoimmune diseases, inflammatory diseases, and cancer, while immunodeficiency can result in recurring and life-threatening infections. Immunology encompasses the study of all aspects of the immune system, including antibodies and their functions.","Immune Cells, Antibody, lymphoid tissue, regulatory organs"
13,Cell Membranes,Walls,['Walls'],Walls,1,1,['Walls'],[1],"['Walls', 'Skin System', 'Chemical Reactions', 'Molecular Symmetry', 'Mirrors', 'Plants', 'Circuits', 'Neural Networks', 'Families', 'Financial Markets', 'communication networks', 'Machines', 'The Brain', 'Immunity', 'Human Body', 'Bridge', 'Diseases', 'Human Emotions', 'Transportation Systems', 'Human Relationships']","[0.3625618711658864, 0.343411002083483, 0.3368310030149443, 0.3366863209662815, 0.33433180582097977, 0.3218417090192147, 0.31989504292976356, 0.3167359871323386, 0.302999089147619, 0.2956975861658094, 0.2909226826051259, 0.29043757457238983, 0.2818320276733408, 0.27156969274381826, 0.26763293458712123, 0.26615609294071163, 0.264778825367997, 0.262923111151141, 0.26166251337188506, 0.25963960023374355]",name_only,Cell Membranes,"The cell membrane is a crucial component of any living cell, serving as a protective barrier that separates the interior from the outside environment. Composed of a lipid bilayer interspersed with cholesterols and a variety of proteins and glycolipids, the membrane is selectively permeable, controlling the movement of substances in and out of the cell. In addition, it plays a critical role in several cellular processes including cell adhesion, ion conductivity, and cell signaling. It is also responsible for maintaining appropriate membrane fluidity at various temperatures. Furthermore, in the field of synthetic biology, cell membranes can be artificially reassembled. Overall, the cell membrane is a complex and essential structure that is vital to the survival and function of all living cells.","cell, substances, maintain"
14,Protein folding,a three-dimensional puzzle,['a three-dimensional puzzle'],Origami,16,1,['a three-dimensional puzzle'],[16],"['Origami', 'Molecular Symmetry', 'Baking', 'Evolution', '3D Projection', 'Disassembly', 'Cooking', 'bacterial mutation', 'Solving Puzzles', 'wrinkles', 'Biological Evolution', ""Rubik's Cube"", 'A Puzzle', 'The Puzzle', 'Reactor', 'a three-dimensional puzzle', 'Factory', 'Chemical Reactions', 'Building Structure', 'Computer Processor']","[0.4044199690308703, 0.32854857068111365, 0.3170494968529014, 0.30096188510911565, 0.28515212529428713, 0.27949597795340375, 0.2782578875429111, 0.2688885504786327, 0.26465204407207443, 0.26380651312540604, 0.2622336238039301, 0.2586815582794282, 0.2494220816826323, 0.24798679632564374, 0.24564454346029774, 0.24101172292078776, 0.2379775202433893, 0.2369681901389778, 0.23481227129227983, 0.23309133559569237]",name_only,Protein folding,"Protein folding is the process by which a linear chain of amino acids, generated from mRNA, is transformed into the biologically functional three-dimensional structure of a protein. The folding process is essential to the function of the protein, which can only occur in its stable, native state. The amino acid sequence determines the final folded structure of the protein, although protein dynamics play a role in some functional proteins. Misfolded proteins can lead to diseases like neurodegeneration, and allergies can be caused by proteins that are incorrectly folded. The folding duration is protein-specific, with some smaller proteins folding in a single step while larger proteins may require hours. Understanding the mechanism of protein folding has been a significant challenge for computational biology.","sequence, structure, fold"
15,Photosynthesis,Power Generation,"['Power Generation', 'Solar Panels']",respiration,3,2,"['Power Generation', 'Solar Panels']","[7, 3]","['respiration', 'Plants', 'Solar Panels', 'Sun Protection', 'Greenhouse', 'Planting', 'Power Generation', 'Greenhouses', 'Burning Energy', 'Wind Power', 'Evolution', 'Chemical Reactions', 'Ecosystem', 'Sunrise', 'Baking', 'Spring', 'Reactor', 'light', 'Cooking', 'Makeup']","[0.4860410017417253, 0.4641031257482542, 0.44859656482782717, 0.415375850453714, 0.38763509352724684, 0.384067561772631, 0.3748822299173607, 0.3665953492715177, 0.3634075690641896, 0.3597290672797947, 0.35597041220116615, 0.3555255669732633, 0.3403362827650043, 0.3262510156790561, 0.3114705502116192, 0.30875172095339076, 0.3072259090766364, 0.29874072351643227, 0.2942762166850013, 0.29239341933111374]",name_only,Photosynthesis,"Photosynthesis is a crucial process that takes place within plants and various other organisms to convert light energy into chemical energy, which can later be released to fuel the organism's activities. Through the process of photosynthesis, carbon dioxide and water are synthesized into carbohydrate molecules such as sugars and starches, which are essential for the organism's survival. Chlorophyll, a pigment responsible for absorbing light, plays a central role in this process, which takes place in organelles called chloroplasts in plant cells. The process of photosynthesis is essential for maintaining the oxygen content of the Earth's atmosphere and providing the energy necessary for life on Earth. It is an intricate process that involves light-dependent reactions, which generate oxygen and energy carriers such as NADPH and ATP, and light-independent reactions, which use these energy carriers to synthesize sugars such as glucose. The discovery of photosynthesis has played an immense role in scientific advancements and our understanding of the natural world.","light energy, Chlorophyll, oxygen and glucose"
16,Platelets,Construction Workers,['Construction Workers'],Plants,-1,0,[],[],"['Plants', 'Printers', 'Balloons', 'planet', 'Heart', 'Blankets', 'sponge', 'kirigami', 'Diseases', 'Machines', 'atom', 'object slides', 'A Pinball Game', 'Crowd', 'engine', 'Mirrors', 'Healing', 'Reactor', 'lift', 'Printing']","[0.38761110268109794, 0.3053658906537249, 0.2920009807473656, 0.27405489689100065, 0.27391539937625464, 0.27141652043398357, 0.27043600476882934, 0.2624262820098987, 0.26092667935534886, 0.2588891845273771, 0.25841966862813637, 0.2489800965265118, 0.23936152476882075, 0.238359814220031, 0.2365134970128126, 0.23627582367774413, 0.23548642116241963, 0.23471599671284785, 0.2323290864145196, 0.23137512551327827]",name_only,Platelets,"Platelets are a crucial component of the human body's blood system. Their main function, along with coagulation factors, is to react to bleeding caused by damaged tissue or blood vessel injury by clumping and forming a blood clot. Platelets are derived from megakaryocytes found in the bone marrow or lung and circulate in the blood. Unlike other vertebrates, platelets are found only in mammals. When damage to the endothelium occurs, platelets attach to substances outside the injured tissue and aggregate in a process known as primary hemostasis. This leads to the formation of a platelet plug that can activate the coagulation cascade, resulting in fibrin deposition and linking, or secondary hemostasis. Platelets also play a role in the body's immune response to intravascular pathogens.","human body, substances, damaged tissue"
17,Genome,Operating System,['Operating System'],Evolution,8,1,['Operating System'],[8],"['Evolution', 'Ecosystem', 'Human Body', 'Computer Code', 'The Brain', 'Biological Evolution', 'Disease', 'Operating System', 'universe', 'ecosystem', 'Dictionary', 'Skin System', 'atom', 'Alphabet', 'Families', 'planet', 'mind', 'code', 'line', 'program']","[0.4194903597376458, 0.40202840635893244, 0.3804398697968021, 0.3771368988564852, 0.3718119552604588, 0.36058189292910137, 0.3575062950405459, 0.3534460633061692, 0.3515855355364451, 0.3466213250733064, 0.34322739615744835, 0.3402273362189857, 0.3340833325047334, 0.33063937707263485, 0.3306012445258286, 0.3296954656945124, 0.3284264964920397, 0.32489774587086967, 0.32008647623241476, 0.31652936615202554]",name_only,Genome,"A genome is a complete set of genetic information of an organism, consisting of DNA or RNA sequences. It includes various regions of the genome, such as regulatory sequences, non-coding DNA, and even junk DNA. Genomics is the study of genomes, and it has allowed scientists to sequence the genomes of many organisms, which has been a significant step forward in the fields of molecular biology and genetics. The genome contains important information for the organism's survival, such as protein-coding genes and control sequences. Despite the initial limitations to fully sequence the human genome, advances in sequencing technologies have made it possible to sequence the entire human genome in recent years, allowing for a better understanding of human genetics and disease.","organism, Gene, control"
18,Brain,Computer Processor,['Computer Processor'],The Brain,5,1,['Computer Processor'],[5],"['The Brain', 'mind', 'CPU', 'Heart', 'Computer', 'memory', 'How the Human Brain Works', 'The Nervous System', 'Tree', 'Human Body', 'engine', 'River', 'blind', 'atom', 'Bridge', 'Building', 'ideas', 'human', 'Architecture', 'sounds']","[0.5854520049452332, 0.4986201412492813, 0.4876817018545818, 0.4663929295107164, 0.4592031143953711, 0.4422582069478489, 0.42023001227933765, 0.3939185105615147, 0.3913181015527386, 0.38418251525891, 0.37348235373833905, 0.3708797861914216, 0.363975672862756, 0.35422545452258064, 0.34781170450775173, 0.34685156616703583, 0.3442634182626281, 0.3397745618761986, 0.3371152203031651, 0.33583752517389054]",name_only,Brain,"The brain is one of the most complex organs in the body, serving as the center of the nervous system for all vertebrate and most invertebrate animals. It is made up of billions of neurons connected by synapses, which work together to generate patterns of muscle activity and drive the secretion of hormones. The brain allows for sophisticated purposeful control of behavior based on complex sensory input, which requires the information integrating capabilities of a centralized brain. The operations of individual brain cells are now understood in considerable detail, but the way they cooperate in ensembles of millions is yet to be solved. Despite this, recent models in modern neuroscience treat the brain as a biological computer. Overall, the study of the brain compares the properties of brains across the entire range of animal species, with a focus on vertebrates. This article covers the way the brain stimulates the rest of the body, how neurons work together, and how the brain operates as a complex system.","body, Neurons, Stimulate"
19,Nucleus,CPU,"['CPU', 'Bookshelf']",The Brain,3,1,['CPU'],[3],"['The Brain', 'The Nervous System', 'CPU', 'Reactor', 'Neural Networks', 'mind', 'Heart', 'atom', 'Computer Processor', 'memory', 'City', 'Human Body', 'resonance cavity', 'Operating System', 'Vortex', 'Social Circle', 'Building Structure', 'universe', 'planet', 'city']","[0.400204310595773, 0.3744637943613465, 0.3664675603880521, 0.3594383065781489, 0.3107995327599241, 0.3081415537995149, 0.3026385505045356, 0.30106614626350575, 0.29518338437261255, 0.293002693472584, 0.29040242597560906, 0.2851845757111756, 0.28347139597099524, 0.2740682203747068, 0.2719864257174686, 0.26860176484918363, 0.2677477405402261, 0.26561816032876073, 0.2633564126356338, 0.26193290069891995]",name_only,Nucleus,"Nucleus is a term used to describe the central and essential component of both an atom and a eukaryotic cell. In the case of an atom, the nucleus is the small, dense region containing positively charged protons and uncharged neutrons. This is where most of an atom's mass and all of its positive charge can be found. In a eukaryotic cell, the nucleus serves as the central organelle that contains the cell's genetic information in the form of DNA. This is where important biochemical reactions occur within the cell, enabling it to carry out vital functions necessary for an organism's survival. Overall, the nucleus plays a fundamental role in both the atom and the cell, serving as their primary source of structure and function.","cell, biochemical reaction, genetic information"
20,Biological Evolution,Urban Evolution,['Urban Evolution'],Biological Evolution,2,1,['Urban Evolution'],[2],"['Biological Evolution', 'Evolution', 'natural selection', 'Urban Evolution', 'Human Body', 'Human Relationships', 'Population Movement', 'bacterial mutation', 'Disease', 'Chemical Reactions', 'Skin System', 'Neural Networks', 'Ecosystem', 'Pedigree Trees', 'Group Behavior', 'The Brain', 'Diseases', 'Archeology', 'Molecular Symmetry', 'How the Human Brain Works']","[0.9999991884858351, 0.7310521300251376, 0.4704540703974558, 0.3976224150878853, 0.33348849320616347, 0.3272329706886672, 0.3236383107386761, 0.3226068637000298, 0.31603822835466666, 0.308923217409061, 0.30058674931401946, 0.29646453260123845, 0.2939469757111772, 0.2912123040043011, 0.2911046406921679, 0.28471402701425985, 0.2800940769527819, 0.27765841951043946, 0.27757609361671587, 0.26893634540396105]",name_only,Biological Evolution,"Biological evolution is a process of change that occurs over successive generations in biological populations. This change is driven by genetic variation that exists within the population due to genetic mutation and recombination. The process is governed by evolutionary pressures such as natural selection and genetic drift, resulting in certain characteristics becoming more common or rare within the population. The theory of evolution by natural selection was conceived by Charles Darwin and Alfred Russel Wallace and is established by observable facts about living organisms. All life on Earth—including humanity—shares a last universal common ancestor, which lived approximately 3.5–3.8 billion years ago. Existing patterns of biodiversity have been shaped by repeated formations of new species, changes within species, and loss of species throughout the evolutionary history of life on Earth. Evolutionary biologists continue to study various aspects of evolution by forming and testing hypotheses based on evidence from the field or laboratory. The discoveries made in this field have influenced numerous scientific and industrial areas, including agriculture, medicine, and computer science.","biological population, Genetic Variation, natural selection, species adaptation"
21,DNA Replication,Printers Print Documents,['Printers Print Documents'],the replicator,-1,0,[],[],"['the replicator', 'bacterial mutation', 'Molecular Symmetry', 'Disassembly', 'Biological Evolution', 'The Helix Bridge', 'Evolution', 'Chemical Reactions', 'Wave Propagation', 'Baking', 'Printing', 'Healing', 'Drug Treatment', 'natural selection', 'Power Generation', 'Families', 'Dominoes', 'Spread of Fire', 'Deciphering the Code', 'Water Wave Propagation']","[0.38429072173437484, 0.338176678565943, 0.3197461970676673, 0.287774824310295, 0.28413441429719033, 0.28235779165429264, 0.27143393106046954, 0.270766503745107, 0.27048646042734714, 0.26273421460401836, 0.2476374600887174, 0.24347475978105343, 0.2403482674568928, 0.23930104711039857, 0.23355193580355776, 0.2330985150694627, 0.22886388269930946, 0.22805298918301445, 0.22758037327621145, 0.22737448802936253]",name_only,DNA Replication,"DNA replication is a critical biological process that occurs in all living organisms, ensuring that genetic information is accurately passed on from one generation to the next. The process involves the production of two identical replicas of DNA from one original DNA molecule. This is achieved through semiconservative replication, where each strand of the original DNA molecule serves as a template for the production of its counterpart. As a result, the new DNA helix is composed of an original DNA strand and a newly synthesized strand. DNA replication is initiated at specific locations in the genome called origins of replication, and involves the unwinding of DNA at the origin, synthesis of new strands by enzymes such as helicase and DNA polymerase, and proofreading and error-checking mechanisms to ensure near perfect fidelity. DNA replication is essential for cell division, growth and repair of damaged tissues, and ensuring that each new cell receives its own copy of the DNA. In vitro DNA replication can also be performed artificially using enzymes and primers to start DNA synthesis at known sequences. Recent research suggests that a preliminary form of transfer RNA could have been a replicator molecule itself in the very early development of life. Overall, DNA replication represents a fundamental process in biology, with important implications for inheritance, evolution, and the development of life itself.","dna, enzyme, original DNA strand, new DNA strand"
22,Food Chain,Supply Chain,"['Supply Chain', 'Information Flow']",Supply Chain,1,2,"['Supply Chain', 'Information Flow']","[1, 6]","['Supply Chain', 'Factory System', 'Circular Economy', 'Ecosystem', 'Families', 'Information Flow', 'Dominoes', 'ecosystem', ""the factory's production line"", 'Feudal Dynasties', 'Social Circle', 'Fishing', 'Transportation Systems', 'family', 'Tree', 'Cooking', 'Animal Farm', 'The Production Line of a Car Factory', 'Evolution', 'communication networks']","[0.5514313338097949, 0.4047467081843001, 0.40261502195499455, 0.3656005383566169, 0.34585640473434864, 0.3269455277955528, 0.32119811396963055, 0.31793166204089796, 0.31699993757244427, 0.3123628396183952, 0.3119278983379945, 0.3111939550045085, 0.30893779263749843, 0.30809406592657795, 0.30607115310177335, 0.30544214562330446, 0.3039795295497113, 0.3032003362160721, 0.29960260826853413, 0.29690115345415635]",name_only,Food Chain,"The food chain is a crucial aspect of ecology, referring to the connected chain of trophic relations between species in an ecosystem. It describes how each species serves as both a predator and prey, transferring energy from one level of the chain to another. In addition to its ecological context, ""food chain"" can also refer to other cultural and artistic works such as comics, television episodes, plays, books, and films. Whether referring to ecological or cultural contexts, the concept of the food chain remains rooted in the important relationships between species and the transfer of energy in complex systems.","species, predator, energy"
23,DNA Double Helix Structure,The Helix Bridge,['The Helix Bridge'],The Helix Bridge,1,1,['The Helix Bridge'],[1],"['The Helix Bridge', 'Molecular Symmetry', 'Building Structure', 'Human Body', 'Deciphering the Code', 'Biological Evolution', 'bacterial mutation', '3D Projection', 'A Jigsaw Puzzle', 'a three-dimensional puzzle', 'Computer Code', 'How the Human Brain Works', 'Human Hands', 'A Puzzle', ""Rubik's Cube"", 'The Puzzle', 'Dictionary', 'German Constitutional Monarchy', 'Evolution', 'resonance cavity']","[0.4647511194998343, 0.41439026855755, 0.32123656279330765, 0.29860340442823863, 0.27881670168658673, 0.25615953352473825, 0.25247738732383995, 0.24269139182707666, 0.23832487405148894, 0.23550557099709518, 0.23345636692890262, 0.23008767202413974, 0.22894603106224165, 0.22852210644898188, 0.22743359266002633, 0.22658786194229838, 0.22506792874376538, 0.2213753001543273, 0.21956102691225052, 0.21685893068640555]",name_only,DNA Double Helix Structure,"The DNA double helix structure is a fundamental component of molecular biology and is formed by double-stranded nucleic acid molecules such as DNA. This biopolymer of nucleic acid is held together by base pairs which are responsible for its unique structure. The DNA double helix contains a major groove and minor groove, with the major groove being wider than the minor groove. This difference in widths makes it easier for proteins to bind to the DNA strand through the major groove. The discovery of the double helix structure of DNA revolutionized the field of genetics and continues to play a significant role in research today.","dna strand, base pair"
24,Food Chain,Information Flow,"['Supply Chain', 'Information Flow']",Supply Chain,1,2,"['Supply Chain', 'Information Flow']","[1, 6]","['Supply Chain', 'Factory System', 'Circular Economy', 'Ecosystem', 'Families', 'Information Flow', 'Dominoes', 'ecosystem', ""the factory's production line"", 'Feudal Dynasties', 'Social Circle', 'Fishing', 'Transportation Systems', 'family', 'Tree', 'Cooking', 'Animal Farm', 'The Production Line of a Car Factory', 'Evolution', 'communication networks']","[0.5514313338097949, 0.4047467081843001, 0.40261502195499455, 0.3656005383566169, 0.34585640473434864, 0.3269455277955528, 0.32119811396963055, 0.31793166204089796, 0.31699993757244427, 0.3123628396183952, 0.3119278983379945, 0.3111939550045085, 0.30893779263749843, 0.30809406592657795, 0.30607115310177335, 0.30544214562330446, 0.3039795295497113, 0.3032003362160721, 0.29960260826853413, 0.29690115345415635]",name_only,Food Chain,"The food chain is a crucial concept in ecology that explains the trophic relations between different organisms in an ecosystem. It refers to the process of the transfer of energy from one organism to another through a series of feeding relationships. The organisms are arranged in a hierarchical manner, where each level is dependent on the lower one. Predators play a significant role in the food chain, as they have the ability to hunt and kill their prey, which forms the basis of their food source. In addition to ecology, the term food chain also finds its use in various other aspects such as in movies, comics, and music albums.","Predator, ability, predator"
25,Cell Signaling,Electronic Signal Transmission,['Electronic Signal Transmission'],signal,1,1,['Electronic Signal Transmission'],[1],"['signal', 'Electronic Signal Transmission', 'communication networks', 'Skin System', 'Disease', 'Group Behavior', 'Chemical Reactions', 'Healing', 'Molecular Symmetry', 'Information Flow', 'Deafness', 'Neural Networks', 'Biological Evolution', 'Deciphering the Code', 'Evolution', 'Bridge', 'Wave Propagation', 'Social Circle', 'The Nervous System', 'Diseases']","[0.4390328463193325, 0.4158498365265779, 0.3573993355720907, 0.35531892660558684, 0.31394812873577577, 0.3103625065575649, 0.3064396852561575, 0.3055103541114952, 0.299094484698609, 0.2934589050656242, 0.2917455934725246, 0.29121350462403306, 0.28874420735579864, 0.2872331148786598, 0.28357342194065077, 0.27906923282868384, 0.27225159702811275, 0.27147999786970056, 0.266770352569895, 0.2657800370344525]",name_only,Cell Signaling,"Cell signaling, also known as cell communication, is a crucial function in all living cells. It involves the ability of a cell to receive, process, and transmit signals with its environment and with itself. Signals can come from physical agents like mechanical pressure, temperature, or chemical signals. There are different types of signaling depending on the distance between the cells. Receptors, which are usually proteins located on the cell surface or inside the cell, play a key role in detecting chemical signals or physical stimuli. Signal transduction pathways start with the transformation of a signal into a chemical one, which can activate an ion channel or initiate a second messenger system cascade that propagates the signal through the cell. Downstream effects of signaling pathways may include various enzymatic activities. Each cell is programmed to respond to specific extracellular signals, and errors in signaling interactions may cause diseases. In summary, understanding the mechanisms of cell signaling and signal transduction pathway is essential for development, tissue repair, immunity, and maintaining homeostasis.","Signal, receptor, Signal transduction pathway"
